"","annot_site_detected","alt_site_detected","alt_site_detected_meydan","annot_site_detected_meydan","riboseq_reads_detected"
"b3357_3486120",TRUE,FALSE,FALSE,TRUE,TRUE
"b3358_3486791",FALSE,FALSE,FALSE,FALSE,FALSE
"b3359_3490180",TRUE,FALSE,FALSE,FALSE,TRUE
"b3360_3490829",FALSE,TRUE,FALSE,FALSE,TRUE
"b3361_3491463",FALSE,FALSE,FALSE,FALSE,TRUE
"b3362_3491620",TRUE,FALSE,FALSE,FALSE,TRUE
"b3363_3492297",TRUE,TRUE,FALSE,FALSE,TRUE
"b3364_3492568",TRUE,FALSE,FALSE,TRUE,TRUE
"b3365_3494011",TRUE,FALSE,FALSE,TRUE,TRUE
"b3366_3496551",TRUE,FALSE,FALSE,TRUE,TRUE
"b3367_3497003",TRUE,FALSE,FALSE,FALSE,TRUE
"b3368_3497828",TRUE,FALSE,FALSE,TRUE,TRUE
"b3369_3499448",TRUE,FALSE,FALSE,TRUE,TRUE
"b3370_3499910",TRUE,FALSE,FALSE,FALSE,TRUE
"b3371_3501268",TRUE,FALSE,FALSE,FALSE,TRUE
"b4474_3502340",TRUE,FALSE,FALSE,FALSE,TRUE
"b3374_3503167",FALSE,TRUE,FALSE,FALSE,TRUE
"b3375_3504052",FALSE,TRUE,FALSE,FALSE,TRUE
"b3376_3506020",FALSE,FALSE,FALSE,FALSE,TRUE
"b3377_3507336",TRUE,FALSE,FALSE,FALSE,TRUE
"b3378_3507701",TRUE,FALSE,FALSE,FALSE,TRUE
"b3379_3508590",TRUE,FALSE,FALSE,FALSE,TRUE
"b3380_3509813",TRUE,FALSE,FALSE,FALSE,TRUE
"b3381_3510976",TRUE,FALSE,FALSE,FALSE,TRUE
"b3382_3511422",TRUE,FALSE,FALSE,FALSE,TRUE
"b3383_3512344",FALSE,TRUE,FALSE,FALSE,TRUE
"b3384_3513638",TRUE,FALSE,FALSE,FALSE,TRUE
"b3385_3514389",TRUE,FALSE,FALSE,FALSE,TRUE
"b3386_3515059",TRUE,FALSE,FALSE,FALSE,TRUE
"b3387_3515913",TRUE,FALSE,FALSE,FALSE,TRUE
"b3388_3517306",TRUE,FALSE,FALSE,FALSE,TRUE
"b3389_3518486",TRUE,FALSE,FALSE,FALSE,TRUE
"b3390_3519064",TRUE,FALSE,FALSE,FALSE,TRUE
"b3391_3520703",TRUE,FALSE,FALSE,FALSE,TRUE
"b3392_3521019",FALSE,FALSE,FALSE,FALSE,TRUE
"b3393_3521449",TRUE,FALSE,FALSE,FALSE,TRUE
"b3394_3521972",FALSE,FALSE,FALSE,FALSE,FALSE
"b3395_3522751",TRUE,TRUE,FALSE,FALSE,TRUE
"b3396_3522871",TRUE,FALSE,FALSE,TRUE,TRUE
"b3397_3526149",FALSE,FALSE,FALSE,FALSE,TRUE
"b3398_3526469",TRUE,TRUE,FALSE,TRUE,TRUE
"b3399_3528669",TRUE,TRUE,TRUE,TRUE,TRUE
"b3400_3529348",FALSE,FALSE,FALSE,TRUE,TRUE
"b3401_3529774",TRUE,FALSE,FALSE,TRUE,TRUE
"b3402_3532439",TRUE,FALSE,FALSE,FALSE,TRUE
"b3403_3532818",TRUE,FALSE,FALSE,TRUE,TRUE
"b3404_3535868",FALSE,FALSE,FALSE,FALSE,FALSE
"b3405_3536584",TRUE,FALSE,FALSE,FALSE,TRUE
"b3406_3536812",TRUE,FALSE,FALSE,TRUE,TRUE
"b3407_3537385",FALSE,FALSE,FALSE,FALSE,TRUE
"b3408_3540163",TRUE,FALSE,FALSE,TRUE,TRUE
"b3409_3540407",FALSE,FALSE,FALSE,FALSE,TRUE
"b3410_3542728",FALSE,TRUE,FALSE,FALSE,TRUE
"b3411_3543167",TRUE,TRUE,FALSE,FALSE,TRUE
"b3412_3544844",TRUE,FALSE,FALSE,FALSE,TRUE
"b3413_3544882",TRUE,FALSE,FALSE,FALSE,TRUE
"b3414_3545624",FALSE,FALSE,FALSE,TRUE,TRUE
"b3415_3546559",FALSE,FALSE,FALSE,FALSE,TRUE
"b3416_3550070",FALSE,FALSE,FALSE,FALSE,TRUE
"b3417_3552473",TRUE,FALSE,FALSE,FALSE,TRUE
"b3418_3553085",FALSE,FALSE,FALSE,FALSE,FALSE
"b4475_3556849",FALSE,FALSE,FALSE,FALSE,TRUE
"b3421_3558079",TRUE,FALSE,FALSE,FALSE,TRUE
"b3422_3558268",TRUE,FALSE,FALSE,FALSE,TRUE
"b3423_3560605",TRUE,FALSE,FALSE,FALSE,TRUE
"b3423_3560453",FALSE,FALSE,FALSE,FALSE,TRUE
"b3424_3561452",TRUE,FALSE,FALSE,FALSE,TRUE
"b3425_3561823",TRUE,FALSE,FALSE,FALSE,TRUE
"b3426_3562013",TRUE,FALSE,FALSE,FALSE,TRUE
"b3427_3564005",TRUE,TRUE,FALSE,FALSE,TRUE
"b3428_3566581",FALSE,FALSE,FALSE,FALSE,TRUE
"b3429_3568033",TRUE,FALSE,FALSE,FALSE,TRUE
"b3430_3569328",TRUE,FALSE,FALSE,FALSE,TRUE
"b3431_3571319",TRUE,FALSE,FALSE,FALSE,TRUE
"b3432_3573502",TRUE,FALSE,FALSE,FALSE,TRUE
"b3433_3574878",TRUE,FALSE,FALSE,FALSE,TRUE
"b3434_3575071",TRUE,FALSE,FALSE,TRUE,TRUE
"b4476_3577061",TRUE,FALSE,FALSE,FALSE,TRUE
"b3437_3577592",TRUE,FALSE,FALSE,FALSE,TRUE
"b3438_3578726",TRUE,TRUE,FALSE,FALSE,TRUE
"b3439_3579645",TRUE,FALSE,FALSE,FALSE,TRUE
"b3440_3580805",TRUE,FALSE,FALSE,FALSE,TRUE
"b3441_3581138",TRUE,FALSE,FALSE,TRUE,TRUE
"b3442_3581863",TRUE,FALSE,FALSE,FALSE,TRUE
"b3443_3583038",FALSE,TRUE,FALSE,FALSE,TRUE
"b3443_3584196",FALSE,TRUE,FALSE,FALSE,TRUE
"b3444_3583483",FALSE,FALSE,FALSE,FALSE,FALSE
"b3445_3583677",FALSE,FALSE,FALSE,FALSE,FALSE
"b3446_3584759",FALSE,FALSE,FALSE,FALSE,TRUE
"b3447_3586823",TRUE,FALSE,FALSE,FALSE,TRUE
"b3448_3586943",TRUE,FALSE,FALSE,TRUE,TRUE
"b3449_3588113",TRUE,FALSE,FALSE,FALSE,TRUE
"b3450_3589180",FALSE,FALSE,FALSE,FALSE,TRUE
"b3451_3590027",TRUE,FALSE,FALSE,FALSE,TRUE
"b3452_3590911",FALSE,FALSE,FALSE,FALSE,TRUE
"b3453_3592325",TRUE,FALSE,FALSE,FALSE,TRUE
"b3454_3593437",TRUE,FALSE,FALSE,FALSE,TRUE
"b3455_3594206",TRUE,FALSE,FALSE,FALSE,TRUE
"b3456_3595480",FALSE,FALSE,FALSE,FALSE,TRUE
"b3457_3596403",FALSE,FALSE,FALSE,FALSE,TRUE
"b3458_3597560",TRUE,FALSE,FALSE,FALSE,TRUE
"b3459_3597984",FALSE,FALSE,FALSE,TRUE,TRUE
"b3460_3599658",TRUE,FALSE,FALSE,FALSE,TRUE
"b3461_3600783",TRUE,FALSE,FALSE,FALSE,TRUE
"b3462_3602086",TRUE,FALSE,FALSE,FALSE,TRUE
"b3463_3602747",TRUE,FALSE,FALSE,FALSE,TRUE
"b3464_3604243",TRUE,TRUE,FALSE,FALSE,TRUE
"b3465_3604393",TRUE,FALSE,FALSE,TRUE,TRUE
"b3466_3604979",TRUE,FALSE,FALSE,TRUE,TRUE
"b3467_3605610",TRUE,FALSE,FALSE,FALSE,TRUE
"b3468_3605751",FALSE,FALSE,FALSE,FALSE,TRUE
"b3469_3606451",TRUE,FALSE,FALSE,TRUE,TRUE
"b3470_3608996",TRUE,FALSE,FALSE,FALSE,TRUE
"b3471_3609217",TRUE,FALSE,FALSE,TRUE,TRUE
"b3472_3609955",TRUE,FALSE,FALSE,TRUE,TRUE
"b3473_3611733",FALSE,FALSE,FALSE,FALSE,TRUE
"b3474_3611865",TRUE,FALSE,FALSE,FALSE,TRUE
"b3475_3612969",TRUE,FALSE,FALSE,TRUE,TRUE
"b3476_3613667",FALSE,FALSE,FALSE,FALSE,TRUE
"b3477_3615241",TRUE,FALSE,FALSE,FALSE,TRUE
"b3478_3616182",TRUE,TRUE,FALSE,FALSE,TRUE
"b3479_3617015",TRUE,FALSE,FALSE,FALSE,TRUE
"b3480_3617776",TRUE,FALSE,FALSE,FALSE,TRUE
"b3481_3618588",TRUE,TRUE,FALSE,TRUE,TRUE
"b3482_3619192",TRUE,TRUE,FALSE,FALSE,TRUE
"b3483_3623399",TRUE,TRUE,FALSE,FALSE,TRUE
"b4552_3623887",TRUE,FALSE,FALSE,TRUE,TRUE
"b3484_3624378",FALSE,FALSE,FALSE,FALSE,FALSE
"b3485_3626803",TRUE,FALSE,FALSE,FALSE,TRUE
"b3486_3629538",FALSE,FALSE,FALSE,FALSE,TRUE
"b3487_3630602",TRUE,FALSE,FALSE,FALSE,TRUE
"b3488_3632590",TRUE,TRUE,FALSE,FALSE,TRUE
"b4660_3634458",TRUE,FALSE,FALSE,FALSE,TRUE
"b4660_3633265",TRUE,TRUE,FALSE,FALSE,TRUE
"b3491_3634841",TRUE,FALSE,FALSE,FALSE,TRUE
"b3492_3637410",TRUE,FALSE,FALSE,FALSE,TRUE
"b3493_3637642",TRUE,FALSE,FALSE,TRUE,TRUE
"b3494_3639720",FALSE,FALSE,FALSE,FALSE,TRUE
"b3495_3640111",TRUE,FALSE,FALSE,TRUE,TRUE
"b3496_3640862",TRUE,FALSE,FALSE,TRUE,TRUE
"b3497_3643132",TRUE,FALSE,FALSE,FALSE,TRUE
"b3498_3645182",TRUE,FALSE,FALSE,FALSE,TRUE
"b3499_3645385",TRUE,FALSE,FALSE,TRUE,TRUE
"b3500_3646299",TRUE,FALSE,FALSE,TRUE,TRUE
"b4613_3647788",TRUE,FALSE,FALSE,FALSE,TRUE
"b3501_3648528",TRUE,TRUE,FALSE,TRUE,TRUE
"b3502_3648935",TRUE,FALSE,FALSE,TRUE,TRUE
"b3503_3650237",FALSE,FALSE,FALSE,FALSE,TRUE
"b3504_3651291",TRUE,FALSE,FALSE,FALSE,TRUE
"b3504_3653231",FALSE,FALSE,FALSE,FALSE,TRUE
"b3505_3653198",FALSE,FALSE,FALSE,FALSE,FALSE
"b3506_3653961",TRUE,FALSE,FALSE,FALSE,TRUE
"b3507_3654683",TRUE,FALSE,FALSE,FALSE,TRUE
"b3508_3655902",FALSE,FALSE,FALSE,FALSE,TRUE
"b3509_3656292",TRUE,FALSE,FALSE,FALSE,TRUE
"b3510_3656740",TRUE,FALSE,FALSE,FALSE,TRUE
"b3511_3656995",TRUE,TRUE,FALSE,FALSE,TRUE
"b3512_3658366",TRUE,FALSE,FALSE,FALSE,TRUE
"b3513_3659232",TRUE,FALSE,FALSE,FALSE,TRUE
"b3514_3660414",TRUE,FALSE,FALSE,FALSE,TRUE
"b3515_3664618",TRUE,FALSE,FALSE,FALSE,TRUE
"b3516_3665810",FALSE,FALSE,FALSE,FALSE,TRUE
"b3517_3667580",TRUE,FALSE,FALSE,FALSE,TRUE
"b3518_3669188",TRUE,FALSE,FALSE,FALSE,TRUE
"b3519_3669592",TRUE,TRUE,FALSE,FALSE,TRUE
"b3520_3671894",TRUE,FALSE,FALSE,FALSE,TRUE
"b3521_3672414",TRUE,TRUE,FALSE,FALSE,TRUE
"b3522_3673362",TRUE,FALSE,FALSE,FALSE,TRUE
"b3523_3674786",TRUE,FALSE,FALSE,FALSE,TRUE
"b3524_3678350",TRUE,FALSE,FALSE,FALSE,TRUE
"b3525_3679187",TRUE,FALSE,FALSE,FALSE,TRUE
"b3526_3679419",TRUE,FALSE,FALSE,TRUE,TRUE
"b3527_3681940",TRUE,FALSE,FALSE,FALSE,TRUE
"b3528_3683447",TRUE,FALSE,FALSE,FALSE,TRUE
"b3529_3685618",FALSE,FALSE,FALSE,FALSE,TRUE
"b3530_3689173",TRUE,TRUE,FALSE,FALSE,TRUE
"b3531_3690261",TRUE,FALSE,FALSE,FALSE,TRUE
"b3532_3692607",FALSE,TRUE,FALSE,FALSE,TRUE
"b3533_3695236",FALSE,FALSE,FALSE,FALSE,TRUE
"b3534_3695985",FALSE,FALSE,FALSE,FALSE,TRUE
"b3535_3696185",TRUE,FALSE,FALSE,FALSE,TRUE
"b3536_3696458",TRUE,FALSE,FALSE,FALSE,TRUE
"b3537_3698026",TRUE,TRUE,FALSE,FALSE,TRUE
"b3538_3698214",TRUE,FALSE,FALSE,FALSE,TRUE
"b4453_3700087",TRUE,FALSE,FALSE,FALSE,TRUE
"b3539_3700563",TRUE,FALSE,FALSE,TRUE,TRUE
"b3540_3702868",TRUE,FALSE,FALSE,FALSE,TRUE
"b3541_3703848",TRUE,FALSE,FALSE,FALSE,TRUE
"b3542_3704761",TRUE,FALSE,FALSE,FALSE,TRUE
"b3543_3705790",FALSE,FALSE,FALSE,FALSE,TRUE
"b3544_3707705",TRUE,FALSE,FALSE,FALSE,TRUE
"b3546_3710475",TRUE,TRUE,FALSE,FALSE,TRUE
"b3547_3712007",TRUE,TRUE,FALSE,FALSE,TRUE
"b3548_3712934",FALSE,FALSE,FALSE,FALSE,TRUE
"b3549_3713092",TRUE,FALSE,FALSE,FALSE,TRUE
"b3550_3713652",FALSE,FALSE,FALSE,FALSE,TRUE
"b3551_3716394",TRUE,FALSE,FALSE,FALSE,TRUE
"b3552_3716547",TRUE,FALSE,FALSE,TRUE,TRUE
"b3553_3717310",TRUE,FALSE,FALSE,TRUE,TRUE
"b3554_3719044",TRUE,FALSE,FALSE,FALSE,TRUE
"b3555_3719478",TRUE,FALSE,FALSE,TRUE,TRUE
"b3556_3720049",TRUE,TRUE,TRUE,TRUE,TRUE
"b4647_3720632",FALSE,FALSE,FALSE,FALSE,TRUE
"b4455_3720600",FALSE,FALSE,FALSE,FALSE,TRUE
"b3557_3720680",FALSE,TRUE,FALSE,FALSE,TRUE
"b3558_3721198",FALSE,FALSE,FALSE,FALSE,TRUE
"b3559_3724397",TRUE,FALSE,FALSE,FALSE,TRUE
"b3560_3725318",TRUE,FALSE,FALSE,FALSE,TRUE
"b4553_3725712",TRUE,TRUE,FALSE,FALSE,TRUE
"b3561_3725887",TRUE,FALSE,FALSE,FALSE,TRUE
"b3562_3727361",TRUE,FALSE,FALSE,FALSE,TRUE
"b3563_3727748",TRUE,FALSE,FALSE,FALSE,TRUE
"b3564_3729371",TRUE,TRUE,FALSE,FALSE,TRUE
"b3565_3730765",TRUE,TRUE,FALSE,FALSE,TRUE
"b3566_3731131",TRUE,FALSE,FALSE,FALSE,TRUE
"b3567_3732201",FALSE,TRUE,FALSE,FALSE,TRUE
"b3568_3733720",TRUE,FALSE,FALSE,FALSE,TRUE
"b3569_3734979",TRUE,FALSE,FALSE,FALSE,TRUE
"b3570_3737177",TRUE,FALSE,FALSE,FALSE,TRUE
"b3571_3737497",TRUE,FALSE,FALSE,FALSE,TRUE
"b3572_3739705",FALSE,FALSE,FALSE,FALSE,TRUE
"b3573_3741582",TRUE,FALSE,FALSE,FALSE,TRUE
"b3574_3742532",TRUE,FALSE,FALSE,FALSE,TRUE
"b3575_3742733",TRUE,FALSE,FALSE,FALSE,TRUE
"b3576_3743743",TRUE,TRUE,FALSE,FALSE,TRUE
"b3577_3744328",TRUE,TRUE,FALSE,FALSE,TRUE
"b3578_3744804",FALSE,FALSE,FALSE,FALSE,TRUE
"b3579_3746094",TRUE,FALSE,FALSE,FALSE,TRUE
"b3580_3747084",FALSE,FALSE,FALSE,FALSE,TRUE
"b3581_3748577",TRUE,FALSE,FALSE,FALSE,TRUE
"b3582_3749232",TRUE,TRUE,FALSE,FALSE,TRUE
"b3583_3750086",TRUE,FALSE,FALSE,FALSE,TRUE
"b4648_3750914",FALSE,TRUE,FALSE,FALSE,TRUE
"b4649_3750918",FALSE,TRUE,FALSE,FALSE,TRUE
"b3584_3751868",TRUE,FALSE,FALSE,FALSE,TRUE
"b3585_3751992",TRUE,FALSE,FALSE,FALSE,TRUE
"b3586_3754099",TRUE,FALSE,FALSE,FALSE,TRUE
"b3587_3754428",TRUE,FALSE,FALSE,FALSE,TRUE
"b3588_3756511",TRUE,FALSE,FALSE,FALSE,TRUE
"b3589_3757827",FALSE,FALSE,FALSE,FALSE,TRUE
"b3590_3759861",TRUE,FALSE,FALSE,FALSE,TRUE
"b3591_3761249",FALSE,TRUE,FALSE,FALSE,TRUE
"b3592_3761955",TRUE,FALSE,FALSE,FALSE,TRUE
"b3593_3762183",TRUE,TRUE,FALSE,FALSE,TRUE
"b3594_3766337",TRUE,FALSE,FALSE,TRUE,TRUE
"b3595_3767221",FALSE,FALSE,FALSE,FALSE,TRUE
"b3596_3768177",TRUE,TRUE,FALSE,FALSE,TRUE
"b4650_3768639",TRUE,FALSE,FALSE,FALSE,TRUE
"b4651_3768892",FALSE,TRUE,FALSE,FALSE,TRUE
"b4651_3768975",FALSE,TRUE,FALSE,FALSE,TRUE
"b4615_3769345",TRUE,FALSE,FALSE,FALSE,TRUE
"b4615_3769673",FALSE,TRUE,FALSE,FALSE,TRUE
"b4652_3769948",FALSE,TRUE,FALSE,FALSE,TRUE
"b4652_3770033",FALSE,FALSE,FALSE,FALSE,TRUE
"b3597_3771379",TRUE,TRUE,FALSE,FALSE,TRUE
"b3598_3771744",TRUE,FALSE,FALSE,FALSE,TRUE
"b3599_3772281",TRUE,TRUE,FALSE,FALSE,TRUE
"b3600_3774424",TRUE,FALSE,FALSE,FALSE,TRUE
"b3601_3775572",FALSE,FALSE,FALSE,FALSE,TRUE
"b4554_3776380",TRUE,FALSE,FALSE,FALSE,TRUE
"b3602_3776665",TRUE,FALSE,FALSE,FALSE,TRUE
"b3603_3777399",TRUE,FALSE,FALSE,TRUE,TRUE
"b3604_3779054",TRUE,TRUE,FALSE,FALSE,TRUE
"b3605_3779827",TRUE,TRUE,FALSE,FALSE,TRUE
"b3606_3781215",TRUE,FALSE,FALSE,TRUE,TRUE
"b3607_3782562",FALSE,FALSE,FALSE,FALSE,TRUE
"b3608_3783661",TRUE,TRUE,FALSE,FALSE,TRUE
"b3609_3784128",TRUE,FALSE,FALSE,FALSE,TRUE
"b3610_3784442",FALSE,FALSE,FALSE,FALSE,TRUE
"b3611_3785015",TRUE,TRUE,FALSE,FALSE,TRUE
"b3612_3785260",TRUE,FALSE,FALSE,TRUE,TRUE
"b3613_3786838",FALSE,FALSE,FALSE,TRUE,TRUE
"b3614_3788101",TRUE,FALSE,FALSE,FALSE,TRUE
"b3615_3790081",TRUE,FALSE,FALSE,FALSE,TRUE
"b3616_3791345",TRUE,FALSE,FALSE,FALSE,TRUE
"b3617_3792551",TRUE,TRUE,FALSE,FALSE,TRUE
"b3618_3793683",FALSE,FALSE,FALSE,FALSE,TRUE
"b3619_3793987",FALSE,TRUE,TRUE,TRUE,TRUE
"b3620_3794929",FALSE,FALSE,FALSE,FALSE,TRUE
"b3621_3795979",TRUE,FALSE,FALSE,FALSE,TRUE
"b3622_3796948",TRUE,FALSE,FALSE,FALSE,TRUE
"b3623_3799312",TRUE,FALSE,FALSE,FALSE,TRUE
"b3624_3800196",TRUE,FALSE,FALSE,FALSE,TRUE
"b3625_3800965",TRUE,TRUE,FALSE,FALSE,TRUE
"b3626_3801999",TRUE,FALSE,FALSE,FALSE,TRUE
"b3627_3803058",TRUE,TRUE,FALSE,FALSE,TRUE
"b3628_3804137",TRUE,FALSE,FALSE,FALSE,TRUE
"b3629_3805116",TRUE,TRUE,FALSE,FALSE,TRUE
"b3630_3805950",TRUE,FALSE,FALSE,FALSE,TRUE
"b3631_3807067",TRUE,TRUE,FALSE,FALSE,TRUE
"b3632_3808098",TRUE,TRUE,FALSE,FALSE,TRUE
"b3633_3808540",FALSE,FALSE,FALSE,FALSE,TRUE
"b3634_3809825",TRUE,FALSE,FALSE,TRUE,TRUE
"b3635_3811152",FALSE,FALSE,FALSE,FALSE,TRUE
"b3636_3811417",TRUE,FALSE,FALSE,FALSE,TRUE
"b3637_3811674",TRUE,FALSE,FALSE,FALSE,TRUE
"b3638_3812559",TRUE,FALSE,FALSE,FALSE,TRUE
"b3639_3812731",FALSE,FALSE,FALSE,TRUE,TRUE
"b3640_3813932",TRUE,FALSE,FALSE,TRUE,TRUE
"b3641_3814494",TRUE,FALSE,FALSE,FALSE,TRUE
"b3642_3815768",FALSE,FALSE,FALSE,FALSE,TRUE
"b3643_3816549",TRUE,TRUE,FALSE,FALSE,TRUE
"b3643_3815881",FALSE,FALSE,FALSE,FALSE,TRUE
"b3644_3816676",TRUE,FALSE,FALSE,TRUE,TRUE
"b3645_3817760",TRUE,TRUE,TRUE,TRUE,TRUE
"b3646_3818874",TRUE,FALSE,FALSE,TRUE,TRUE
"b3647_3821170",TRUE,TRUE,FALSE,FALSE,TRUE
"b3648_3821428",FALSE,FALSE,FALSE,FALSE,TRUE
"b3649_3822106",TRUE,FALSE,FALSE,TRUE,TRUE
"b3650_3822400",FALSE,FALSE,FALSE,FALSE,FALSE
"b3651_3824515",TRUE,FALSE,FALSE,FALSE,TRUE
"b3652_3825210",FALSE,FALSE,FALSE,FALSE,TRUE
"b3653_3828665",TRUE,FALSE,FALSE,FALSE,TRUE
"b3654_3828945",TRUE,TRUE,FALSE,TRUE,TRUE
"b3655_3830457",TRUE,FALSE,FALSE,TRUE,TRUE
"b3656_3834537",TRUE,FALSE,FALSE,FALSE,TRUE
"b3657_3835929",TRUE,FALSE,FALSE,FALSE,TRUE
"b4653_3836425",FALSE,TRUE,FALSE,FALSE,TRUE
"b3659_3836953",TRUE,TRUE,FALSE,FALSE,TRUE
"b3660_3838248",TRUE,FALSE,FALSE,FALSE,TRUE
"b3661_3839993",TRUE,FALSE,FALSE,FALSE,TRUE
"b4555_3840215",FALSE,FALSE,FALSE,FALSE,TRUE
"b3662_3841739",TRUE,FALSE,FALSE,FALSE,TRUE
"b3663_3842402",TRUE,TRUE,FALSE,FALSE,TRUE
"b3664_3843789",TRUE,TRUE,FALSE,FALSE,TRUE
"b3665_3843964",TRUE,TRUE,FALSE,FALSE,TRUE
"b3666_3847167",TRUE,TRUE,FALSE,FALSE,TRUE
"b3667_3848624",TRUE,FALSE,FALSE,FALSE,TRUE
"b3668_3850136",FALSE,TRUE,FALSE,FALSE,TRUE
"b3669_3850726",FALSE,FALSE,FALSE,FALSE,FALSE
"b3670_3851092",TRUE,FALSE,FALSE,FALSE,TRUE
"b3671_3852784",TRUE,FALSE,FALSE,FALSE,TRUE
"b3672_3852988",FALSE,FALSE,FALSE,FALSE,TRUE
"b4618_3853553",TRUE,FALSE,FALSE,FALSE,TRUE
"b3673_3853922",TRUE,TRUE,FALSE,TRUE,TRUE
"b3674_3855611",TRUE,TRUE,FALSE,FALSE,TRUE
"b3675_3855970",FALSE,FALSE,FALSE,FALSE,TRUE
"b3676_3856307",TRUE,FALSE,FALSE,FALSE,TRUE
"b3677_3856415",TRUE,FALSE,FALSE,TRUE,TRUE
"b3678_3858404",TRUE,FALSE,FALSE,FALSE,TRUE
"b3679_3860116",TRUE,FALSE,FALSE,FALSE,TRUE
"b3680_3860283",TRUE,TRUE,FALSE,FALSE,TRUE
"b4556_3861987",TRUE,FALSE,FALSE,FALSE,TRUE
"b3683_3863603",TRUE,TRUE,FALSE,FALSE,TRUE
"b3684_3863899",FALSE,FALSE,FALSE,FALSE,TRUE
"b3685_3866273",TRUE,TRUE,FALSE,FALSE,TRUE
"b3686_3866897",TRUE,FALSE,FALSE,FALSE,TRUE
"b3687_3867422",TRUE,FALSE,FALSE,FALSE,TRUE
"b3688_3867728",TRUE,FALSE,FALSE,FALSE,TRUE
"b3689_3869309",FALSE,FALSE,FALSE,FALSE,TRUE
"b3690_3869377",TRUE,FALSE,FALSE,FALSE,TRUE
"b3691_3871730",TRUE,FALSE,FALSE,FALSE,TRUE
"b4478_3872998",TRUE,FALSE,FALSE,FALSE,TRUE
"b4477_3873612",TRUE,TRUE,FALSE,FALSE,TRUE
"b3693_3874474",TRUE,TRUE,FALSE,FALSE,TRUE
"b4479_3875160",TRUE,FALSE,FALSE,FALSE,TRUE
"b3696_3875438",TRUE,FALSE,FALSE,FALSE,TRUE
"b3697_3876952",TRUE,FALSE,FALSE,FALSE,TRUE
"b3698_3877465",TRUE,TRUE,FALSE,FALSE,TRUE
"b3699_3880119",TRUE,FALSE,FALSE,FALSE,TRUE
"b3700_3881221",FALSE,FALSE,FALSE,FALSE,TRUE
"b3701_3882321",FALSE,FALSE,FALSE,FALSE,TRUE
"b3702_3883729",FALSE,FALSE,FALSE,FALSE,TRUE
"b3703_3884336",TRUE,FALSE,FALSE,TRUE,TRUE
"b3704_3884493",FALSE,FALSE,FALSE,FALSE,TRUE
"b4557_3884816",FALSE,FALSE,FALSE,FALSE,TRUE
"b3705_3885076",TRUE,FALSE,FALSE,TRUE,TRUE
"b3706_3886828",TRUE,FALSE,FALSE,TRUE,TRUE
"b3707_3888435",TRUE,TRUE,FALSE,FALSE,TRUE
"b3708_3888730",TRUE,TRUE,FALSE,FALSE,TRUE
"b3709_3890236",TRUE,FALSE,FALSE,FALSE,TRUE
"b3710_3891615",FALSE,TRUE,FALSE,FALSE,TRUE
"b3711_3892765",FALSE,FALSE,FALSE,FALSE,FALSE
"b3712_3893881",TRUE,TRUE,FALSE,TRUE,TRUE
"b3713_3894652",TRUE,FALSE,FALSE,TRUE,TRUE
"b3714_3896609",TRUE,FALSE,FALSE,FALSE,TRUE
"b3715_3896774",TRUE,FALSE,FALSE,FALSE,TRUE
"b3716_3897506",TRUE,FALSE,FALSE,FALSE,TRUE
"b3717_3898022",TRUE,FALSE,FALSE,FALSE,TRUE
"b3718_3899393",TRUE,FALSE,FALSE,FALSE,TRUE
"b3719_3900577",TRUE,FALSE,FALSE,FALSE,TRUE
"b3720_3902220",TRUE,FALSE,FALSE,FALSE,TRUE
"b3721_3903701",TRUE,FALSE,FALSE,FALSE,TRUE
"b3722_3905597",FALSE,FALSE,FALSE,FALSE,TRUE
"b3723_3906567",FALSE,TRUE,FALSE,FALSE,TRUE
"b3724_3907578",TRUE,FALSE,FALSE,FALSE,TRUE
"b3725_3908366",TRUE,TRUE,FALSE,FALSE,TRUE
"b3726_3909439",FALSE,FALSE,FALSE,FALSE,TRUE
"b3727_3910398",FALSE,FALSE,FALSE,FALSE,TRUE
"b3728_3911525",TRUE,FALSE,FALSE,FALSE,TRUE
"b3729_3913668",FALSE,TRUE,FALSE,FALSE,TRUE
"b3730_3915200",TRUE,FALSE,FALSE,FALSE,TRUE
"b3731_3915972",TRUE,TRUE,FALSE,FALSE,TRUE
"b3732_3917375",TRUE,FALSE,FALSE,FALSE,TRUE
"b3733_3918265",TRUE,FALSE,FALSE,FALSE,TRUE
"b3734_3919857",TRUE,FALSE,FALSE,FALSE,TRUE
"b3735_3920403",TRUE,FALSE,FALSE,FALSE,TRUE
"b3736_3920888",TRUE,FALSE,FALSE,FALSE,TRUE
"b3737_3921189",TRUE,FALSE,FALSE,FALSE,TRUE
"b3738_3922051",TRUE,FALSE,FALSE,FALSE,TRUE
"b3739_3922440",FALSE,FALSE,FALSE,FALSE,TRUE
"b3740_3923680",TRUE,FALSE,FALSE,FALSE,TRUE
"b3741_3925633",TRUE,FALSE,FALSE,FALSE,TRUE
"b3742_3926455",FALSE,FALSE,FALSE,FALSE,TRUE
"b3743_3927003",TRUE,TRUE,FALSE,FALSE,TRUE
"b3744_3927155",TRUE,FALSE,FALSE,FALSE,TRUE
"b3745_3929603",FALSE,FALSE,FALSE,FALSE,FALSE
"b3746_3931093",FALSE,TRUE,FALSE,FALSE,TRUE
"b3747_3931316",TRUE,FALSE,FALSE,FALSE,TRUE
"b3748_3933351",TRUE,FALSE,FALSE,FALSE,TRUE
