"","MFE","peak_type","peak_type_2"
"12302",-7.8,"random sequence","random sequence"
"12303",-6.9,"random sequence","random sequence"
"12304",-8.9,"random sequence","random sequence"
"12305",-14.5,"random sequence","random sequence"
"12306",-7,"random sequence","random sequence"
"12307",-18.9,"random sequence","random sequence"
"12308",-8.7,"random sequence","random sequence"
"12309",-7.7,"random sequence","random sequence"
"12310",-9,"random sequence","random sequence"
"12311",-0.7,"random sequence","random sequence"
"12312",-9.1,"random sequence","random sequence"
"12313",-6.9,"random sequence","random sequence"
"12314",-8.4,"random sequence","random sequence"
"12315",-7.6,"random sequence","random sequence"
"12316",-10.1,"random sequence","random sequence"
"12317",-4.3,"random sequence","random sequence"
"12318",-7.7,"random sequence","random sequence"
"12319",-9.5,"random sequence","random sequence"
"12320",-14.1,"random sequence","random sequence"
"12321",-3.9,"random sequence","random sequence"
"12322",-9.4,"random sequence","random sequence"
"12323",-3,"random sequence","random sequence"
"12324",-0.4,"random sequence","random sequence"
"12325",-3.2,"random sequence","random sequence"
"12326",-12.1,"random sequence","random sequence"
"12327",-4.1,"random sequence","random sequence"
"12328",-3.7,"random sequence","random sequence"
"12329",-6.3,"random sequence","random sequence"
"12330",-9.6,"random sequence","random sequence"
"12331",-3.2,"random sequence","random sequence"
"12332",-5.2,"random sequence","random sequence"
"12333",-5.4,"random sequence","random sequence"
"12334",-7.1,"random sequence","random sequence"
"12335",-7.5,"random sequence","random sequence"
"12336",-11.8,"random sequence","random sequence"
"12337",0,"random sequence","random sequence"
"12338",-14.8,"random sequence","random sequence"
"12339",-8.4,"random sequence","random sequence"
"12340",-7.8,"random sequence","random sequence"
"12341",-9.5,"random sequence","random sequence"
"12342",-10,"random sequence","random sequence"
"12343",-10,"random sequence","random sequence"
"12344",-10.2,"random sequence","random sequence"
"12345",-13.4,"random sequence","random sequence"
"12346",-5.7,"random sequence","random sequence"
"12347",-7.9,"random sequence","random sequence"
"12348",-7.1,"random sequence","random sequence"
"12349",-6.9,"random sequence","random sequence"
"12350",-12.7,"random sequence","random sequence"
"12351",-2.1,"random sequence","random sequence"
"12352",-6.7,"random sequence","random sequence"
"12353",-9.3,"random sequence","random sequence"
"12354",-9.3,"random sequence","random sequence"
"12355",-7,"random sequence","random sequence"
"12356",-4.1,"random sequence","random sequence"
"12357",-12.7,"random sequence","random sequence"
"12358",-8.9,"random sequence","random sequence"
"12359",-12.3,"random sequence","random sequence"
"12360",-4.5,"random sequence","random sequence"
"12361",-4.5,"random sequence","random sequence"
"12362",-10.5,"random sequence","random sequence"
"12363",-9.7,"random sequence","random sequence"
"12364",-7,"random sequence","random sequence"
"12365",-4.5,"random sequence","random sequence"
"12366",-4.7,"random sequence","random sequence"
"12367",-4.5,"random sequence","random sequence"
"12368",-10.2,"random sequence","random sequence"
"12369",-4.1,"random sequence","random sequence"
"12370",-6.1,"random sequence","random sequence"
"12371",-16.5,"random sequence","random sequence"
"12372",-8.3,"random sequence","random sequence"
"12373",-14,"random sequence","random sequence"
"12374",-5.4,"random sequence","random sequence"
"12375",-2.6,"random sequence","random sequence"
"12376",-4.8,"random sequence","random sequence"
"12377",-9.2,"random sequence","random sequence"
"12378",-7.1,"random sequence","random sequence"
"12379",-13.4,"random sequence","random sequence"
"12380",-10,"random sequence","random sequence"
"12381",-8.7,"random sequence","random sequence"
"12382",-4.1,"random sequence","random sequence"
"12383",-16.4,"random sequence","random sequence"
"12384",-6.4,"random sequence","random sequence"
"12385",-10,"random sequence","random sequence"
"12386",-5.7,"random sequence","random sequence"
"12387",-9.5,"random sequence","random sequence"
"12388",-7.4,"random sequence","random sequence"
"12389",-6.8,"random sequence","random sequence"
"12390",-11.1,"random sequence","random sequence"
"12391",-8.7,"random sequence","random sequence"
"12392",-6.3,"random sequence","random sequence"
"12393",-7.6,"random sequence","random sequence"
"12394",-10.4,"random sequence","random sequence"
"12395",-9.6,"random sequence","random sequence"
"12396",-9.9,"random sequence","random sequence"
"12397",-17,"random sequence","random sequence"
"12398",-9.9,"random sequence","random sequence"
"12399",-7,"random sequence","random sequence"
"12400",-8.3,"random sequence","random sequence"
"12401",-12.3,"random sequence","random sequence"
"12402",-6.4,"random sequence","random sequence"
"12403",-6,"random sequence","random sequence"
"12404",-0.7,"random sequence","random sequence"
"12405",-5.8,"random sequence","random sequence"
"12406",-6.4,"random sequence","random sequence"
"12407",-2.9,"random sequence","random sequence"
"12408",-3,"random sequence","random sequence"
"12409",-5.8,"random sequence","random sequence"
"12410",-8.4,"random sequence","random sequence"
"12411",-7.2,"random sequence","random sequence"
"12412",-8.2,"random sequence","random sequence"
"12413",-7,"random sequence","random sequence"
"12414",-4.7,"random sequence","random sequence"
"12415",-9.1,"random sequence","random sequence"
"12416",-20.3,"random sequence","random sequence"
"12417",-11.7,"random sequence","random sequence"
"12418",-7.6,"random sequence","random sequence"
"12419",-7.3,"random sequence","random sequence"
"12420",-4.2,"random sequence","random sequence"
"12421",-12.9,"random sequence","random sequence"
"12422",-2.6,"random sequence","random sequence"
"12423",-10,"random sequence","random sequence"
"12424",-4.1,"random sequence","random sequence"
"12425",-7.5,"random sequence","random sequence"
"12426",-12.9,"random sequence","random sequence"
"12427",-8.1,"random sequence","random sequence"
"12428",-6.6,"random sequence","random sequence"
"12429",-4.9,"random sequence","random sequence"
"12430",-6,"random sequence","random sequence"
"12431",-11.3,"random sequence","random sequence"
"12432",-9,"random sequence","random sequence"
"12433",-5.2,"random sequence","random sequence"
"12434",-5.3,"random sequence","random sequence"
"12435",-8.2,"random sequence","random sequence"
"12436",-10.9,"random sequence","random sequence"
"12437",-5.8,"random sequence","random sequence"
"12438",-3.6,"random sequence","random sequence"
"12439",-4.3,"random sequence","random sequence"
"12440",-6.1,"random sequence","random sequence"
"12441",-7.9,"random sequence","random sequence"
"12442",-6.3,"random sequence","random sequence"
"12443",-16.6,"random sequence","random sequence"
"12444",-12.5,"random sequence","random sequence"
"12445",-12.5,"random sequence","random sequence"
"12446",-11.2,"random sequence","random sequence"
"12447",-2.3,"random sequence","random sequence"
"12448",-4.2,"random sequence","random sequence"
"12449",-9.8,"random sequence","random sequence"
"12450",-8.4,"random sequence","random sequence"
"12451",-4.5,"random sequence","random sequence"
"12452",-11.1,"random sequence","random sequence"
"12453",-6,"random sequence","random sequence"
"12454",-8.7,"random sequence","random sequence"
"12455",-2.7,"random sequence","random sequence"
"12456",-6.1,"random sequence","random sequence"
"12457",-13.1,"random sequence","random sequence"
"12458",-6.5,"random sequence","random sequence"
"12459",-11.7,"random sequence","random sequence"
"12460",-9.5,"random sequence","random sequence"
"12461",-9.2,"random sequence","random sequence"
"12462",-2.5,"random sequence","random sequence"
"12463",-2.8,"random sequence","random sequence"
"12464",-8.9,"random sequence","random sequence"
"12465",-8.1,"random sequence","random sequence"
"12466",-8.1,"random sequence","random sequence"
"12467",-4.4,"random sequence","random sequence"
"12468",-9.7,"random sequence","random sequence"
"12469",-9.1,"random sequence","random sequence"
"12470",-10,"random sequence","random sequence"
"12471",-5.7,"random sequence","random sequence"
"12472",-15.6,"random sequence","random sequence"
"12473",-13.9,"random sequence","random sequence"
"12474",-7.8,"random sequence","random sequence"
"12475",-6.8,"random sequence","random sequence"
"12476",-6.9,"random sequence","random sequence"
"12477",-5.8,"random sequence","random sequence"
"12478",-10.6,"random sequence","random sequence"
"12479",-4.7,"random sequence","random sequence"
"12480",-7.4,"random sequence","random sequence"
"12481",-5.7,"random sequence","random sequence"
"12482",-6.6,"random sequence","random sequence"
"12483",-9.2,"random sequence","random sequence"
"12484",-14.3,"random sequence","random sequence"
"12485",-3.7,"random sequence","random sequence"
"12486",-2.8,"random sequence","random sequence"
"12487",-12.8,"random sequence","random sequence"
"12488",-6.7,"random sequence","random sequence"
"12489",-2.1,"random sequence","random sequence"
"12490",-5.6,"random sequence","random sequence"
"12491",-7.3,"random sequence","random sequence"
"12492",-7.3,"random sequence","random sequence"
"12493",-12.9,"random sequence","random sequence"
"12494",-11.4,"random sequence","random sequence"
"12495",-12.8,"random sequence","random sequence"
"12496",-7.5,"random sequence","random sequence"
"12497",-2,"random sequence","random sequence"
"12498",-11.5,"random sequence","random sequence"
"12499",-12.5,"random sequence","random sequence"
"12500",-6.6,"random sequence","random sequence"
"12501",-3.4,"random sequence","random sequence"
"12502",-10,"random sequence","random sequence"
"12503",-6.2,"random sequence","random sequence"
"12504",-11.4,"random sequence","random sequence"
"12505",-7.6,"random sequence","random sequence"
"12506",-5.2,"random sequence","random sequence"
"12507",-2.4,"random sequence","random sequence"
"12508",-6.4,"random sequence","random sequence"
"12509",-7.8,"random sequence","random sequence"
"12510",-7.7,"random sequence","random sequence"
"12511",-7.3,"random sequence","random sequence"
"12512",-14.5,"random sequence","random sequence"
"12513",-6.8,"random sequence","random sequence"
"12514",-12.2,"random sequence","random sequence"
"12515",-4.5,"random sequence","random sequence"
"12516",-6.2,"random sequence","random sequence"
"12517",-3.8,"random sequence","random sequence"
"12518",-12.8,"random sequence","random sequence"
"12519",-6.8,"random sequence","random sequence"
"12520",-10.6,"random sequence","random sequence"
"12521",-8.4,"random sequence","random sequence"
"12522",-14,"random sequence","random sequence"
"12523",-7.5,"random sequence","random sequence"
"12524",-5.3,"random sequence","random sequence"
"12525",-5.9,"random sequence","random sequence"
"12526",-12.9,"random sequence","random sequence"
"12527",-12.6,"random sequence","random sequence"
"12528",-6.1,"random sequence","random sequence"
"12529",-6.3,"random sequence","random sequence"
"12530",-11.8,"random sequence","random sequence"
"12531",-6.4,"random sequence","random sequence"
"12532",-4,"random sequence","random sequence"
"12533",-6.4,"random sequence","random sequence"
"12534",-6.8,"random sequence","random sequence"
"12535",-4.3,"random sequence","random sequence"
"12536",-6,"random sequence","random sequence"
"12537",-7.3,"random sequence","random sequence"
"12538",-6,"random sequence","random sequence"
"12539",-5.4,"random sequence","random sequence"
"12540",-12.5,"random sequence","random sequence"
"12541",-12.2,"random sequence","random sequence"
"12542",-4.7,"random sequence","random sequence"
"12543",-9.5,"random sequence","random sequence"
"12544",-9.6,"random sequence","random sequence"
"12545",-8.5,"random sequence","random sequence"
"12546",-5,"random sequence","random sequence"
"12547",-6,"random sequence","random sequence"
"12548",-4.2,"random sequence","random sequence"
"12549",-17.9,"random sequence","random sequence"
"12550",-6.5,"random sequence","random sequence"
"12551",-9.8,"random sequence","random sequence"
"12552",0,"random sequence","random sequence"
"12553",-2.8,"random sequence","random sequence"
"12554",-3.4,"random sequence","random sequence"
"12555",-5.4,"random sequence","random sequence"
"12556",-9.9,"random sequence","random sequence"
"12557",-2.5,"random sequence","random sequence"
"12558",-6,"random sequence","random sequence"
"12559",-6.1,"random sequence","random sequence"
"12560",-8.7,"random sequence","random sequence"
"12561",-6.1,"random sequence","random sequence"
"12562",0,"random sequence","random sequence"
"12563",-8.5,"random sequence","random sequence"
"12564",-8.7,"random sequence","random sequence"
"12565",-10.5,"random sequence","random sequence"
"12566",-13.2,"random sequence","random sequence"
"12567",-7.3,"random sequence","random sequence"
"12568",-8.5,"random sequence","random sequence"
"12569",-5.7,"random sequence","random sequence"
"12570",-14.1,"random sequence","random sequence"
"12571",-12.8,"random sequence","random sequence"
"12572",-8.2,"random sequence","random sequence"
"12573",-14.2,"random sequence","random sequence"
"12574",-16.5,"random sequence","random sequence"
"12575",-11.7,"random sequence","random sequence"
"12576",-1.1,"random sequence","random sequence"
"12577",-2.9,"random sequence","random sequence"
"12578",-9.8,"random sequence","random sequence"
"12579",-9.6,"random sequence","random sequence"
"12580",-8.7,"random sequence","random sequence"
"12581",-7.1,"random sequence","random sequence"
"12582",-7.6,"random sequence","random sequence"
"12583",-8.3,"random sequence","random sequence"
"12584",-2.6,"random sequence","random sequence"
"12585",-10.9,"random sequence","random sequence"
"12586",-5.7,"random sequence","random sequence"
"12587",-6.3,"random sequence","random sequence"
"12588",-16.9,"random sequence","random sequence"
"12589",-9.2,"random sequence","random sequence"
"12590",-7,"random sequence","random sequence"
"12591",-20.8,"random sequence","random sequence"
"12592",-9.3,"random sequence","random sequence"
"12593",-4.5,"random sequence","random sequence"
"12594",-6.4,"random sequence","random sequence"
"12595",-3.4,"random sequence","random sequence"
"12596",-7.9,"random sequence","random sequence"
"12597",-5.5,"random sequence","random sequence"
"12598",-16.6,"random sequence","random sequence"
"12599",-9.9,"random sequence","random sequence"
"12600",-7.1,"random sequence","random sequence"
"12601",-9.4,"random sequence","random sequence"
"12602",-4.7,"random sequence","random sequence"
"12603",-2.6,"random sequence","random sequence"
"12604",-11.3,"random sequence","random sequence"
"12605",-14.4,"random sequence","random sequence"
"12606",-5.6,"random sequence","random sequence"
"12607",-9.1,"random sequence","random sequence"
"12608",-10,"random sequence","random sequence"
"12609",-7.5,"random sequence","random sequence"
"12610",-7.6,"random sequence","random sequence"
"12611",-13.1,"random sequence","random sequence"
"12612",-4.2,"random sequence","random sequence"
"12613",-9.8,"random sequence","random sequence"
"12614",-10,"random sequence","random sequence"
"12615",-4.1,"random sequence","random sequence"
"12616",-13.6,"random sequence","random sequence"
"12617",-5.4,"random sequence","random sequence"
"12618",-11.5,"random sequence","random sequence"
"12619",-9.4,"random sequence","random sequence"
"12620",-5.1,"random sequence","random sequence"
"12621",-7.4,"random sequence","random sequence"
"12622",-10,"random sequence","random sequence"
"12623",-11.2,"random sequence","random sequence"
"12624",-3.2,"random sequence","random sequence"
"12625",-13.1,"random sequence","random sequence"
"12626",-2.7,"random sequence","random sequence"
"12627",-8.1,"random sequence","random sequence"
"12628",-3.7,"random sequence","random sequence"
"12629",-0.7,"random sequence","random sequence"
"12630",-2.2,"random sequence","random sequence"
"12631",0,"random sequence","random sequence"
"12632",-7.4,"random sequence","random sequence"
"12633",-7.7,"random sequence","random sequence"
"12634",-17.1,"random sequence","random sequence"
"12635",-1.2,"random sequence","random sequence"
"12636",-15.1,"random sequence","random sequence"
"12637",-11,"random sequence","random sequence"
"12638",-3.8,"random sequence","random sequence"
"12639",-5.9,"random sequence","random sequence"
"12640",-8.9,"random sequence","random sequence"
"12641",-7.4,"random sequence","random sequence"
"12642",-4.3,"random sequence","random sequence"
"12643",-8.1,"random sequence","random sequence"
"12644",-8.9,"random sequence","random sequence"
"12645",-11.4,"random sequence","random sequence"
"12646",-6.3,"random sequence","random sequence"
"12647",-7.9,"random sequence","random sequence"
"12648",-10.4,"random sequence","random sequence"
"12649",-8.9,"random sequence","random sequence"
"12650",-6.2,"random sequence","random sequence"
"12651",-7.4,"random sequence","random sequence"
"12652",-11.6,"random sequence","random sequence"
"12653",-3.9,"random sequence","random sequence"
"12654",-10.1,"random sequence","random sequence"
"12655",-4.2,"random sequence","random sequence"
"12656",-7.2,"random sequence","random sequence"
"12657",-6.3,"random sequence","random sequence"
"12658",-8.5,"random sequence","random sequence"
"12659",-16.9,"random sequence","random sequence"
"12660",-7.2,"random sequence","random sequence"
"12661",-1.7,"random sequence","random sequence"
"12662",-9.5,"random sequence","random sequence"
"12663",-13.6,"random sequence","random sequence"
"12664",-17.2,"random sequence","random sequence"
"12665",-8.1,"random sequence","random sequence"
"12666",-13.7,"random sequence","random sequence"
"12667",-5.8,"random sequence","random sequence"
"12668",-10.1,"random sequence","random sequence"
"12669",-9,"random sequence","random sequence"
"12670",-14.5,"random sequence","random sequence"
"12671",-13.8,"random sequence","random sequence"
"12672",-9.7,"random sequence","random sequence"
"12673",-6.4,"random sequence","random sequence"
"12674",-4.9,"random sequence","random sequence"
"12675",-7.1,"random sequence","random sequence"
"12676",-10.3,"random sequence","random sequence"
"12677",-7.3,"random sequence","random sequence"
"12678",-7.3,"random sequence","random sequence"
"12679",-0.1,"random sequence","random sequence"
"12680",-4.7,"random sequence","random sequence"
"12681",-7.9,"random sequence","random sequence"
"12682",-4.5,"random sequence","random sequence"
"12683",-4.4,"random sequence","random sequence"
"12684",-1.9,"random sequence","random sequence"
"12685",-7.2,"random sequence","random sequence"
"12686",-7.9,"random sequence","random sequence"
"12687",-9.5,"random sequence","random sequence"
"12688",-11.6,"random sequence","random sequence"
"12689",-10.7,"random sequence","random sequence"
"12690",-6.9,"random sequence","random sequence"
"12691",-8.1,"random sequence","random sequence"
"12692",-9.6,"random sequence","random sequence"
"12693",-1.2,"random sequence","random sequence"
"12694",-9,"random sequence","random sequence"
"12695",-5.5,"random sequence","random sequence"
"12696",-9,"random sequence","random sequence"
"12697",-11.4,"random sequence","random sequence"
"12698",-9.6,"random sequence","random sequence"
"12699",-12.6,"random sequence","random sequence"
"12700",-12.6,"random sequence","random sequence"
"12701",-1,"random sequence","random sequence"
"12702",-7.5,"random sequence","random sequence"
"12703",-11.2,"random sequence","random sequence"
"12704",-8.9,"random sequence","random sequence"
"12705",-7.2,"random sequence","random sequence"
"12706",-6.6,"random sequence","random sequence"
"12707",-9.2,"random sequence","random sequence"
"12708",-4.4,"random sequence","random sequence"
"12709",-1.2,"random sequence","random sequence"
"12710",-3.3,"random sequence","random sequence"
"12711",-3.1,"random sequence","random sequence"
"12712",-13.7,"random sequence","random sequence"
"12713",-10,"random sequence","random sequence"
"12714",-3.7,"random sequence","random sequence"
"12715",-5.2,"random sequence","random sequence"
"12716",-11.1,"random sequence","random sequence"
"12717",-9,"random sequence","random sequence"
"12718",-6.2,"random sequence","random sequence"
"12719",-11.9,"random sequence","random sequence"
"12720",-5.8,"random sequence","random sequence"
"12721",-9.2,"random sequence","random sequence"
"12722",-8.4,"random sequence","random sequence"
"12723",-2.9,"random sequence","random sequence"
"12724",-9.8,"random sequence","random sequence"
"12725",-6.1,"random sequence","random sequence"
"12726",-5.2,"random sequence","random sequence"
"12727",-3.7,"random sequence","random sequence"
"12728",-12.1,"random sequence","random sequence"
"12729",-6.4,"random sequence","random sequence"
"12730",-17.2,"random sequence","random sequence"
"12731",-6.3,"random sequence","random sequence"
"12732",-8.5,"random sequence","random sequence"
"12733",-7.2,"random sequence","random sequence"
"12734",-10.8,"random sequence","random sequence"
"12735",-9.1,"random sequence","random sequence"
"12736",-4.9,"random sequence","random sequence"
"12737",-4.7,"random sequence","random sequence"
"12738",-11.5,"random sequence","random sequence"
"12739",-9.7,"random sequence","random sequence"
"12740",-3.3,"random sequence","random sequence"
"12741",-13.3,"random sequence","random sequence"
"12742",-5,"random sequence","random sequence"
"12743",-7.9,"random sequence","random sequence"
"12744",-4.3,"random sequence","random sequence"
"12745",0,"random sequence","random sequence"
"12746",-5.9,"random sequence","random sequence"
"12747",-8.6,"random sequence","random sequence"
"12748",-2.3,"random sequence","random sequence"
"12749",-7.6,"random sequence","random sequence"
"12750",-4.4,"random sequence","random sequence"
"12751",-10.6,"random sequence","random sequence"
"12752",-6,"random sequence","random sequence"
"12753",-6.3,"random sequence","random sequence"
"12754",-9.8,"random sequence","random sequence"
"12755",-9.1,"random sequence","random sequence"
"12756",-5.2,"random sequence","random sequence"
"12757",-6.7,"random sequence","random sequence"
"12758",-4.5,"random sequence","random sequence"
"12759",-5.6,"random sequence","random sequence"
"12760",-4.9,"random sequence","random sequence"
"12761",-5.1,"random sequence","random sequence"
"12762",-1.6,"random sequence","random sequence"
"12763",-3.4,"random sequence","random sequence"
"12764",-4.6,"random sequence","random sequence"
"12765",-12.9,"random sequence","random sequence"
"12766",-10.5,"random sequence","random sequence"
"12767",-3.2,"random sequence","random sequence"
"12768",-6.3,"random sequence","random sequence"
"12769",-10.5,"random sequence","random sequence"
"12770",-9.9,"random sequence","random sequence"
"12771",-11.7,"random sequence","random sequence"
"12772",-4.6,"random sequence","random sequence"
"12773",-6.3,"random sequence","random sequence"
"12774",-10.4,"random sequence","random sequence"
"12775",-8.6,"random sequence","random sequence"
"12776",-15.7,"random sequence","random sequence"
"12777",-5.7,"random sequence","random sequence"
"12778",-8.4,"random sequence","random sequence"
"12779",-15.4,"random sequence","random sequence"
"12780",-8.8,"random sequence","random sequence"
"12781",-4.2,"random sequence","random sequence"
"12782",-4.4,"random sequence","random sequence"
"12783",-8.5,"random sequence","random sequence"
"12784",-12.8,"random sequence","random sequence"
"12785",-6.2,"random sequence","random sequence"
"12786",-3,"random sequence","random sequence"
"12787",-14.3,"random sequence","random sequence"
"12788",-7.8,"random sequence","random sequence"
"12789",-17.4,"random sequence","random sequence"
"12790",-13.9,"random sequence","random sequence"
"12791",-2.6,"random sequence","random sequence"
"12792",-13.1,"random sequence","random sequence"
"12793",-5.8,"random sequence","random sequence"
"12794",-5.2,"random sequence","random sequence"
"12795",-10.3,"random sequence","random sequence"
"12796",-7.5,"random sequence","random sequence"
"12797",-11.3,"random sequence","random sequence"
"12798",-3.9,"random sequence","random sequence"
"12799",-6.7,"random sequence","random sequence"
"12800",-8.6,"random sequence","random sequence"
"12801",-7.1,"random sequence","random sequence"
"12802",-8.9,"random sequence","random sequence"
"12803",-9.6,"random sequence","random sequence"
"12804",-2.3,"random sequence","random sequence"
"12805",-13.4,"random sequence","random sequence"
"12806",-4.9,"random sequence","random sequence"
"12807",-12.5,"random sequence","random sequence"
"12808",-12.3,"random sequence","random sequence"
"12809",-8.2,"random sequence","random sequence"
"12810",-7.2,"random sequence","random sequence"
"12811",-6.1,"random sequence","random sequence"
"12812",-5,"random sequence","random sequence"
"12813",-6.4,"random sequence","random sequence"
"12814",-7.1,"random sequence","random sequence"
"12815",-10.6,"random sequence","random sequence"
"12816",-7.3,"random sequence","random sequence"
"12817",-12.1,"random sequence","random sequence"
"12818",-3.3,"random sequence","random sequence"
"12819",-10.3,"random sequence","random sequence"
"12820",-5.3,"random sequence","random sequence"
"12821",-3.1,"random sequence","random sequence"
"12822",-5.7,"random sequence","random sequence"
"12823",-6.8,"random sequence","random sequence"
"12824",-7.9,"random sequence","random sequence"
"12825",-10,"random sequence","random sequence"
"12826",-4.8,"random sequence","random sequence"
"12827",-2.8,"random sequence","random sequence"
"12828",-6.1,"random sequence","random sequence"
"12829",-5.3,"random sequence","random sequence"
"12830",-7,"random sequence","random sequence"
"12831",-4,"random sequence","random sequence"
"12832",-9.6,"random sequence","random sequence"
"12833",-5.4,"random sequence","random sequence"
"12834",-4.9,"random sequence","random sequence"
"12835",-4.1,"random sequence","random sequence"
"12836",-8.6,"random sequence","random sequence"
"12837",-12.2,"random sequence","random sequence"
"12838",-8.8,"random sequence","random sequence"
"12839",-8.7,"random sequence","random sequence"
"12840",-8.9,"random sequence","random sequence"
"12841",-5.3,"random sequence","random sequence"
"12842",-4.8,"random sequence","random sequence"
"12843",-8.5,"random sequence","random sequence"
"12844",-4.8,"random sequence","random sequence"
"12845",-3.9,"random sequence","random sequence"
"12846",-11.3,"random sequence","random sequence"
"12847",-5.6,"random sequence","random sequence"
"12848",-3.1,"random sequence","random sequence"
"12849",-3.7,"random sequence","random sequence"
"12850",-7.3,"random sequence","random sequence"
"12851",-7.5,"random sequence","random sequence"
"12852",-12,"random sequence","random sequence"
"12853",-7.6,"random sequence","random sequence"
"12854",-15,"random sequence","random sequence"
"12855",-10.5,"random sequence","random sequence"
"12856",-11.8,"random sequence","random sequence"
"12857",-10.9,"random sequence","random sequence"
"12858",-7.8,"random sequence","random sequence"
"12859",-13.2,"random sequence","random sequence"
"12860",-2.9,"random sequence","random sequence"
"12861",-10.9,"random sequence","random sequence"
"12862",-1.7,"random sequence","random sequence"
"12863",-3.8,"random sequence","random sequence"
"12864",-13.6,"random sequence","random sequence"
"12865",-7,"random sequence","random sequence"
"12866",-14.8,"random sequence","random sequence"
"12867",-1.8,"random sequence","random sequence"
"12868",-8.6,"random sequence","random sequence"
"12869",-9.1,"random sequence","random sequence"
"12870",-9,"random sequence","random sequence"
"12871",-2.2,"random sequence","random sequence"
"12872",-12.3,"random sequence","random sequence"
"12873",-1.9,"random sequence","random sequence"
"12874",-9.2,"random sequence","random sequence"
"12875",-14.1,"random sequence","random sequence"
"12876",-6.3,"random sequence","random sequence"
"12877",-2.7,"random sequence","random sequence"
"12878",-12.2,"random sequence","random sequence"
"12879",-18,"random sequence","random sequence"
"12880",-9.1,"random sequence","random sequence"
"12881",-7.2,"random sequence","random sequence"
"12882",-10.7,"random sequence","random sequence"
"12883",-11.9,"random sequence","random sequence"
"12884",-7.7,"random sequence","random sequence"
"12885",-6,"random sequence","random sequence"
"12886",-13.4,"random sequence","random sequence"
"12887",-6.3,"random sequence","random sequence"
"12888",-7.7,"random sequence","random sequence"
"12889",-4.8,"random sequence","random sequence"
"12890",-6.2,"random sequence","random sequence"
"12891",-5.6,"random sequence","random sequence"
"12892",-5.7,"random sequence","random sequence"
"12893",-4.5,"random sequence","random sequence"
"12894",-5.2,"random sequence","random sequence"
"12895",-8.1,"random sequence","random sequence"
"12896",-7.4,"random sequence","random sequence"
"12897",-5.7,"random sequence","random sequence"
"12898",-3.1,"random sequence","random sequence"
"12899",-8.9,"random sequence","random sequence"
"12900",-7.3,"random sequence","random sequence"
"12901",-16.3,"random sequence","random sequence"
"12902",-6.4,"random sequence","random sequence"
"12903",0,"random sequence","random sequence"
"12904",-10.9,"random sequence","random sequence"
"12905",-9.5,"random sequence","random sequence"
"12906",-5.6,"random sequence","random sequence"
"12907",-19.1,"random sequence","random sequence"
"12908",-4.9,"random sequence","random sequence"
"12909",-6.6,"random sequence","random sequence"
"12910",-4.5,"random sequence","random sequence"
"12911",-5.7,"random sequence","random sequence"
"12912",-1.1,"random sequence","random sequence"
"12913",-6.9,"random sequence","random sequence"
"12914",-10.1,"random sequence","random sequence"
"12915",-8.1,"random sequence","random sequence"
"12916",-14.5,"random sequence","random sequence"
"12917",-7.9,"random sequence","random sequence"
"12918",-6.2,"random sequence","random sequence"
"12919",-8.4,"random sequence","random sequence"
"12920",-4.5,"random sequence","random sequence"
"12921",-15.6,"random sequence","random sequence"
"12922",-4.9,"random sequence","random sequence"
"12923",-12.2,"random sequence","random sequence"
"12924",-12.9,"random sequence","random sequence"
"12925",-1.6,"random sequence","random sequence"
"12926",-9.7,"random sequence","random sequence"
"12927",-6.6,"random sequence","random sequence"
"12928",-0.3,"random sequence","random sequence"
"12929",-5.2,"random sequence","random sequence"
"12930",-8,"random sequence","random sequence"
"12931",-10,"random sequence","random sequence"
"12932",-13.1,"random sequence","random sequence"
"12933",-7.7,"random sequence","random sequence"
"12934",-11.7,"random sequence","random sequence"
"12935",-6.3,"random sequence","random sequence"
"12936",-4.4,"random sequence","random sequence"
"12937",-8.3,"random sequence","random sequence"
"12938",-14.1,"random sequence","random sequence"
"12939",-7.8,"random sequence","random sequence"
"12940",-4.1,"random sequence","random sequence"
"12941",-9.4,"random sequence","random sequence"
"12942",-3,"random sequence","random sequence"
"12943",-7.7,"random sequence","random sequence"
"12944",-4.1,"random sequence","random sequence"
"12945",-4.5,"random sequence","random sequence"
"12946",-9.8,"random sequence","random sequence"
"12947",-22.3,"random sequence","random sequence"
"12948",-2.8,"random sequence","random sequence"
"12949",-2.7,"random sequence","random sequence"
"12950",-6.3,"random sequence","random sequence"
"12951",-17.2,"random sequence","random sequence"
"12952",-6.8,"random sequence","random sequence"
"12953",-12,"random sequence","random sequence"
"12954",-8.2,"random sequence","random sequence"
"12955",-3.3,"random sequence","random sequence"
"12956",-5.5,"random sequence","random sequence"
"12957",-7.5,"random sequence","random sequence"
"12958",-6.6,"random sequence","random sequence"
"12959",-12.8,"random sequence","random sequence"
"12960",-7.3,"random sequence","random sequence"
"12961",-6.3,"random sequence","random sequence"
"12962",-10.4,"random sequence","random sequence"
"12963",-6.6,"random sequence","random sequence"
"12964",-3.1,"random sequence","random sequence"
"12965",-1.7,"random sequence","random sequence"
"12966",-7.5,"random sequence","random sequence"
"12967",-13.8,"random sequence","random sequence"
"12968",-13.3,"random sequence","random sequence"
"12969",-11.6,"random sequence","random sequence"
"12970",-17.4,"random sequence","random sequence"
"12971",-9.8,"random sequence","random sequence"
"12972",-12.7,"random sequence","random sequence"
"12973",-5.1,"random sequence","random sequence"
