"","Control_R1","Control_R2","Control_R3","Control_R4","Control_R5"
"b2169_fruB_2263495_-1",181.025962033664,222.759350019095,226.302138936034,185.776010108912,189.571259417916
"b2170_setB_2263863_1",3.64858528129865,4.64773606597217,2.43060522316825,4.43004331798174,3.98929417966994
"b4502_yeiW_2265295_-1",10.8054256407691,8.52084945428232,10.6179070275245,10.7178467370526,5.58501185153792
"b2171_yeiP_2265450_1",14.5943411251946,16.0457554658563,18.1655758784154,16.0053177939985,17.393322623361
"b2172_yeiQ_2266245_1",32.4162769223073,33.0874543744209,29.6789690407913,30.5815893563901,29.3612051623708
"b2173_yeiR_2267829_1",76.9009513135255,76.3556639409714,82.3847244063345,81.0269213321176,86.1687542808708
"b2174_lpxT_2268854_1",164.887988674074,160.678875423609,107.586262772868,100.176140835652,96.8600626823862
"b2175_mepS_2269979_1",156.187516080208,186.684065316549,164.513595631283,148.049189594487,127.657413749438
"b2176_rtn_2270726_1",2.66627385941056,3.65179262326385,1.79097226970292,4.43004331798174,2.07443297342837
"b2177_yejA_2272364_1",272.24059406613,247.768596469326,252.01538366534,242.366240880549,255.15525573169
"b2178_yejB_2274179_1",13.7523599064334,10.2914155746527,10.6179070275245,10.2891328675705,10.6913084015155
"b2179_yejE_2275273_1",34.942220578591,35.9646243200228,30.5744551756428,37.298106644943,39.2546547279522
"b2180_yejF_2276300_1",8.98113300011977,9.40613251446749,9.46656771128688,11.003655983374,12.2870260733834
"b2181_yejG_2278237_-1",24.1367949378219,35.5219827899302,22.1313001899004,27.7234968931761,19.7868991311629
"b2182_bcr_2279760_-1",22.0318418909188,20.9148122968748,21.2358140550489,22.2931212130694,24.4144803795801
"b2183_rsuA_2280483_-1",21.7511814846651,35.0793412598376,20.3403279201975,28.2951153858189,28.5633463264368
"b2184_yejH_2280632_1",21.0495304690307,25.8945295104164,18.9331354225738,22.5789304593908,22.9783344748989
"b2185_rplY_2282517_1",115.912747782796,187.569348376734,147.755212250491,155.194420752522,167.869499080511
"b2186_yejK_2283947_-1",822.755980932847,643.268803607053,1084.56163589581,673.795298202707,682.328876490747
"b2187_yejL_2284129_1",11.6474068595303,14.6071704930554,11.3854665716829,14.2904623160701,15.1593178827458
"b2188_yejM_2284376_1",10.8054256407691,10.512736339699,10.3620538461383,7.57394502751717,11.3295954702626
"b2190_yejO_2290180_-1;b2190_yejO_2288914_-1",172.886810252305,262.929068874997,245.3632009493,316.247931054632,269.357143011315
"b2193_narP_2290500_1",36.0648622036059,42.3829265063653,29.9348222221774,36.2977742828181,28.2442027920632
"b2194_ccmH_2292410_-1",82.7948198448541,78.2368904438649,111.168207312274,66.4506497697261,62.0734174356643
"b2195_dsbE_2292964_-1",25.9610875784712,31.8701901666663,26.7366574548508,39.727485238675,35.5845040826559
"b2196_ccmF_2294904_-1",1.82429264064933,1.99188688541665,1.40719249762373,1.71485547792842,1.75528943905478
"b2197_ccmE_2295380_-1",22.3125022971725,23.1280199473377,26.3528776827716,29.8670662405866,22.0209038717781
"b2198_ccmD_2295586_-1",45.0459952037257,38.0671715879626,40.2968760683158,41.156531470282,41.009944167007
"b2199_ccmC_2296320_-1",24.2771251409487,27.4437748657404,22.7709331433657,22.007311966748,25.3719109827008
"b2200_ccmB_2297024_-1",29.3290124535161,31.9808505491895,47.8445449192067,41.156531470282,41.9673747701278
"b2201_ccmA_2297644_-1",30.7323144847848,32.5341524618052,40.2968760683158,43.0142915713711,38.2972241248315
"b2202_napC_2298259_-1",35.7842017973522,32.9767939918978,38.3779772079198,34.7258234280504,42.605661838875
