"","genenames","transcript","01_no_PNA","02_PNA15_5nM","03_PNA15_0.5nM","07_no_PNA","08_PNA15_5nM","09_PNA15_0.5nM","13_no_PNA","14_PNA15_5nM","15_PNA15_0.5nM","74_PNA15_16nM","75_PNA15_63nM","76_PNA15_250nM","77_PNA15_1000nM","78_PNA14_1000nM","79_no_PNA","80_PNA15_16nM","81_PNA15_63nM","82_PNA15_250nM","83_PNA15_1000nM","84_PNA14_1000nM","85_no_PNA","86_PNA15_16nM","87_PNA15_63nM","88_PNA15_250nM","89_PNA15_1000nM","90_PNA14_1000nM"
"3221","b3515_gadW_3664618_-1","b3515_gadW_3664618_-1",4815.221,5247.819,4327.271,5043.186,3997.772,4715.093,4291.976,4399.279,4878.954,3772.994,3744.5,3854.048,3727.057,3899.131,3831.643,3927.865,4114.129,4133.095,4264.353,3973.237,4608.001,3972.242,3966.603,4197.038,3889.783,4280.776
"3222","b3516_gadX_3665810_-1","b3516_gadX_3665810_-1",1311.949,1519.604,1162.244,1373.251,1249.064,1710.076,1044.277,1232.697,1345.57,1065.876,1193.302,1346.432,1267.065,1316.84,1183.688,1213.92,1243.806,962.677,1272.37,1042.401,1441.536,1356.162,1144.527,1235.592,1214.173,1360.015
"3223","b3517_gadA_3667580_-1","b3517_gadA_3667580_-1",13187.787,16623.91,13136.618,14092.82,13785.617,15960.319,15802.514,15978.991,15964.275,21216.108,19876.301,16498.306,18148.342,17216.88,13790.7,16637.66,17190.737,17786.001,16064.868,16080.14,16359.795,14585.302,15864.777,17834.925,14697.403,17489.653
"3224","b3518_yhjA_3669188_-1","b3518_yhjA_3669188_-1",1888.238,2183.683,1951.989,1956.77,2054.357,2279.709,1716.53,1724.877,1884.202,1668.148,1868.135,1732.74,1582.146,1957.595,1879.288,1506.49,1522.519,1420.484,1736.355,1704.913,1718.376,1777.884,1808.352,1530.411,1618.283,1671.292
"3225","b3519_treF_3669592_1","b3519_treF_3669592_1",6531.284,6240.946,6690.46,5514.532,5866.586,5591.36,6867.423,6390.473,6796.442,5569.461,6588.674,5439.945,5459.161,5829.426,5675.859,5513.558,6002.718,6161.136,5235.372,6522.349,5897.193,5963.612,5977.7,5864.921,5583.721,6002.977
"3226","b3520_yhjB_3671894_-1","b3520_yhjB_3671894_-1",3171.728,2677.255,3431.098,2595.807,3466.011,2889.439,3798.556,3392.445,2870.685,2299.395,3132.213,2561.835,2845.841,3109.027,2569.042,2568.468,2957.68,2216.297,2532.782,3283.197,2717.623,2568.833,2614.426,2918.382,2649.777,2320.026
"3227","b3521_yhjC_3672414_1","b3521_yhjC_3672414_1",670.204,759.802,546.654,755.741,610.186,768.945,672.253,762.991,765.583,606.411,668.249,747.767,682.395,642.361,793.51,630.398,513.746,620.392,648.143,449.627,679.815,631.709,568.993,549.888,632.92,545.461
"3228","b3522_yhjD_3673362_1","b3522_yhjD_3673362_1",4412.53,4629.607,4915.045,4361.092,4720.813,4743.398,4880.687,4228.477,4452.285,4969.259,4406.166,5062.673,4628.493,4512.586,4641.227,4428.95,4567.557,4787.716,4551.354,4538.483,4399.961,4173.479,4303.421,4687.299,4648.181,5204.423
"3229","b3523_yhjE_3674786_1","b3523_yhjE_3674786_1",451.071,527.474,371.289,659.432,401.69,617.986,382.466,468.582,533.588,513.276,414.775,555.742,495.368,382.205,498.318,399.252,339.031,359.4,365.926,328.503,460.309,542.465,376.059,344.508,400.419,386.913
"3230","b3524_yhjG_3678350_-1","b3524_yhjG_3678350_-1",2727.772,2235.533,2925.564,2344.271,2739.143,2494.353,3315.578,2996.904,2684.08,2493.943,2391.542,2597.981,2556.033,2564.626,3001.6,2899.831,2832.884,3054.896,2114.239,3162.073,2850.31,2831.316,2738.689,3014.447,2391.442,2845.123
"3231","b3525_yhjH_3679187_-1","b3525_yhjH_3679187_-1",1938.041,2650.333,2234.991,2786.159,2356.581,2773.862,2518.012,2869.926,3367.961,2798.183,3619.409,3174.054,3007.594,3219.834,3874.022,3179.469,2635.289,3153.304,3042.208,2763.831,3512.106,2931.059,3235.741,2913.413,3039.124,3316.401
"3232","b3526_kdgK_3679419_1","b3526_kdgK_3679419_1",2555.596,2238.524,2458.732,2492.7,2626.287,2681.871,2446.218,1941.751,2119.223,1870.975,1723.293,2085.162,1929.241,2272.352,2097.028,1845.935,1653.555,1993.812,1925.297,2082.967,2113.161,2031.618,1935.885,1807.012,2055.607,2001.477
"3233","b3527_yhjJ_3681940_-1","b3527_yhjJ_3681940_-1",1555.271,1882.554,1818.954,1954.503,2176.777,1832.73,2131.629,2476.631,2296.75,2481.525,2748.71,2283.964,2311.719,2310.894,2704.947,2625.042,2146.502,2263.362,2195.556,2776.678,2638.994,2498.838,2516.324,2433.089,2110.964,2328.754
"3234","b3528_dctA_3683447_-1","b3528_dctA_3683447_-1",478.107,523.486,424.503,555.192,432.295,547.224,488.199,487.685,573.935,525.694,502.01,494.746,399.328,460.894,510.009,444.511,420.149,342.285,442.46,530.377,573.338,537.215,546.103,422.354,553.574,535.279
"3235","b3529_yhjK_3685618_-1","b3529_yhjK_3685618_-1",190.674,233.325,199.553,166.558,218.06,158.035,246.71,261.822,277.385,293.892,237.015,173.952,188.712,187.891,213.356,342.678,272.473,265.271,272.651,251.424,258.821,211.736,191.299,240.162,199.287,206.548
"3236","b3530_bcsC_3689173_-1","b3530_bcsC_3689173_-1",539.293,560.379,597.449,602.78,575.756,489.436,579.573,577.581,568.892,1067.946,786.757,648.366,695.875,645.573,692.677,1483.86,711.341,577.606,786.86,706.557,665.072,684.206,789.724,723.799,780.54,638.553
"3237","b3531_bcsZ_3690261_-1","b3531_bcsZ_3690261_-1",13998.862,12064.101,13984.415,11533.27,13131.436,12827.931,14802.62,14513.688,13170.25,9998.538,14187.953,11519.22,11723.718,12720.353,12691.769,11523.353,12856.133,12108.343,11166.722,12472.11,13950.137,12103.963,12668.277,12654.052,12228.461,12404.504
"3238","b3532_bcsB_3692607_-1","b3532_bcsB_3692607_-1",307.355,291.158,291.468,301.39,332.829,307.814,293.703,311.264,287.472,360.121,316.019,343.385,353.835,321.18,369.72,399.252,345.271,303.778,423.326,372.548,358.746,342.978,344.993,351.133,356.133,366.55
"3239","b3533_bcsA_3695236_-1","b3533_bcsA_3695236_-1",46.957,62.818,60.471,63.451,63.123,49.533,39.16,32.587,29.252,95.204,67.483,63.255,48.863,59.418,59.915,63.04,43.679,47.064,52.617,73.409,49.143,62.996,65.402,59.626,86.727,49.455
"3240","b3534_bcsQ_3695985_-1","b3534_bcsQ_3695985_-1",469.569,413.803,521.256,467.948,512.633,386.831,501.253,548.365,462.981,335.285,477.321,519.596,534.122,454.47,488.089,536.647,467.987,500.592,373.101,570.751,494.709,533.715,446.365,495.231,533.277,382.55
"3241","b3535_yhjR_3696185_-1","b3535_yhjR_3696185_-1",687.279,934.297,625.265,920.033,596.797,908.109,672.253,751.754,1040.951,598.132,739.024,679.993,668.916,695.356,879.729,1202.606,675.982,697.406,772.51,712.063,896.046,682.456,734.132,659.203,638.456,746.19
"3242","b3536_bcsE_3696458_1","b3536_bcsE_3696458_1",6714.843,6382.537,7766.835,6740.488,7637.848,5590.181,6594.606,7227.628,6400.033,8771.229,7322.761,8153.141,8325.221,6884.504,6422.605,8082.026,8049.383,8257.633,7827.946,6555.382,6100.318,6947.048,6993.059,6837.163,7786.948,6494.619
"3243","b3537_bcsF_3698026_1","b3537_bcsF_3698026_1",792.576,902.39,863.519,790.866,862.677,818.478,866.75,1003.463,882.589,1270.773,1150.508,867.5,943.559,1106.467,990.791,1251.098,1081.571,971.235,894.486,1055.248,909.151,1051.682,1016.994,1023.587,1048.101,1089.467
"3244","b3538_bcsG_3698214_1","b3538_bcsG_3698214_1",323.007,238.311,275.746,222.077,246.752,260.639,182.748,168.555,177.527,254.568,190.928,243.984,316.766,228.038,219.202,163.257,235.034,171.143,248.734,190.862,242.44,215.236,222.365,276.6,286.013,218.184
"3245","b3539_yhjV_3700563_1","b3539_yhjV_3700563_1",1060.089,1134.717,1060.653,1069.595,1101.778,1260.739,995.979,1076.503,1097.437,1268.703,1242.68,991.751,948.614,1071.137,1052.167,929.433,996.293,898.499,1040.378,1148.844,1090.981,1053.432,1121.636,1079.901,1040.72,1120.013
"3246","b3540_dppF_3702868_-1","b3540_dppF_3702868_-1",1385.941,1614.33,1546.836,1581.732,1713.877,1395.186,2319.599,2348.53,2259.429,2462.898,1958.662,1895.396,1917.446,1964.019,1850.061,2225.79,2385.696,2105.055,1963.564,2048.098,1770.796,2094.614,1926.075,2164.77,1778.819,2069.842
"3247","b3541_dppD_3703848_-1","b3541_dppD_3703848_-1",7434.85,7474.378,7722.087,7296.813,8100.748,8419.472,7402.615,7097.279,6669.349,6289.704,7507.106,7181.722,7762.456,8442.229,7286.259,6659.59,7858.028,6802.921,6935.852,8489.697,7242.08,7113.288,7107.512,7532.805,7174.325,7394.993
"3248","b3542_dppC_3704761_-1","b3542_dppC_3704761_-1",3203.033,4072.22,3148.096,3762.844,3161.874,3581.725,3567.51,3725.06,4227.351,4298.689,3894.28,4088.995,3833.208,3605.251,4416.18,4021.616,3895.735,4158.767,4324.145,3646.569,4904.498,4092.984,4249.465,3883.999,3804.902,4705.508
"3249","b3543_dppB_3705790_-1","b3543_dppB_3705790_-1",179.29,104.697,120.941,142.764,99.466,100.246,80.931,119.112,109.945,126.249,90.526,94.883,107.835,86.719,122.753,143.86,170.555,136.914,196.117,135.806,144.154,146.99,114.453,106.003,127.322,91.637
"3250","b3544_dppA_3707705_-1","b3544_dppA_3707705_-1",13623.206,20128.772,12251.33,18791.56,10715.558,17728.184,13488.136,14154.105,17846.46,11654.268,13290.918,16683.553,15157.598,15842.228,16625.707,15585.38,13671.471,15206.025,14792.498,10345.098,18394.326,14910.781,13909.272,15274.302,16389.496,18010.386
"3251","b3546_eptB_3710475_-1","b3546_eptB_3710475_-1",560.637,614.223,585.355,711.553,822.508,814.94,665.726,687.703,663.707,803.029,1092.9,707.103,823.929,934.635,941.105,711.218,792.459,740.192,896.877,912.101,786.292,827.696,817.519,727.111,721.492,724.372
"3252","b3547_yhjX_3712007_-1","b3547_yhjX_3712007_-1",1020.246,1090.844,844.169,1022.007,789.99,957.643,834.116,921.433,1015.734,923.069,790.048,969.16,817.189,918.576,987.868,859.928,709.261,971.235,846.652,803.823,1068.047,937.939,928.702,920.897,917.088,1045.83
"3253","b3548_yhjY_3712934_-1","b3548_yhjY_3712934_-1",202.057,196.432,238.254,264,265.88,222.9,242.794,300.027,310.671,432.559,380.211,354.681,272.958,308.333,388.717,433.197,380.63,466.364,404.193,308.316,321.069,330.728,310.657,268.319,310.002,311.276
"3254","b3549_tag_3713092_1","b3549_tag_3713092_1",3759.402,2960.436,4364.763,3229.18,4772.459,3508.605,4657.473,4535.247,3407.299,4116.558,5056.31,4342.016,4950.314,4873.914,4115.144,4128.299,4473.959,4667.916,4460.47,5223.017,4182.092,4407.963,4399.888,4577.984,4655.562,3893.862
"3255","b3550_yiaC_3713652_1","b3550_yiaC_3713652_1",327.276,331.042,350.729,363.708,376.823,324.325,435.985,469.706,489.207,380.818,299.56,354.681,276.328,346.875,330.264,373.39,303.672,325.171,346.793,302.81,342.365,342.978,389.139,332.914,359.823,318.549
"3256","b3551_bisC_3716394_-1","b3551_bisC_3716394_-1",782.616,673.053,701.458,674.162,629.314,645.112,672.253,536.004,598.143,699.546,582.661,542.187,535.807,566.884,621.071,568.975,549.105,586.164,614.66,640.489,661.796,701.704,627.855,622.765,677.206,725.826
"3257","b3552_yiaD_3716547_1","b3552_yiaD_3716547_1",32720.454,40856.81,38245.192,33303.606,37865.974,37633.473,43295.704,41163.319,37817.187,29397.483,44650.902,33102.79,34913.359,37680.896,33854.948,34067.358,37118.679,36491.894,31878.61,35678.384,36864.006,33883.047,33928.682,35794.072,34557.81,34374.208
"3258","b3553_ghrB_3717310_1","b3553_ghrB_3717310_1",6196.894,6269.863,6602.173,6193.227,6358.178,6090.23,7080.195,6512.956,6483.753,8812.622,7289.842,8022.112,7861.866,7045.094,7185.427,7997.973,8375.934,9280.211,7873.388,7094.935,7355.11,7209.531,7241.585,8178.758,7917.961,8099.001
"3259","b3554_yiaF_3719044_-1","b3554_yiaF_3719044_-1",12832.053,10109.755,14516.556,9581.033,13491.044,10925.619,14390.13,11245.973,9824.48,9572.188,10971.797,11907.787,12502.154,12183.982,10716.033,10251.242,11608.167,12142.572,10894.071,12855.67,11682.994,10765.3,11147.692,13001.873,12420.366,11866.316
"3260","b3555_yiaG_3719478_1","b3555_yiaG_3719478_1",33508.761,32107.121,40360.451,26321.78,30954.993,26150.015,40619.746,32623.211,34486.547,24322.671,29111.638,24608.524,27110.465,30711.279,24359.137,25865.717,29940.793,29637.63,23675.172,27886.068,25644.597,23488.723,25488.613,27870.383,23347.927,27787.951
"3261","b3556_cspA_3720049_1","b3556_cspA_3720049_1",7560.068,7549.162,7055.702,9532.312,9552.57,9538.688,12022.233,12279.776,13059.296,7653.611,8004.178,8318.056,8040.469,8183.679,8407.11,8279.228,7539.797,7329.184,7328.086,8285.989,8890.018,8147.47,7843.279,8223.477,8015.759,7687.36
"3262","b3557_insJ_3720680_1","b3557_insJ_3720680_1",913.526,963.214,807.886,1180.633,814.857,941.132,724.467,887.722,994.552,848.562,767.005,892.35,768.326,798.134,1117.928,914.885,796.619,851.435,1009.286,818.505,1035.285,1009.684,936.877,912.616,1024.113,992.011
"3263","b3558_insK_3721198_1","b3558_insK_3721198_1",549.254,632.171,524.884,758.007,617.837,616.807,503.863,760.744,836.19,660.222,643.56,634.811,572.875,581.337,771.589,578.673,692.621,701.685,817.952,546.894,689.644,659.707,712.877,589.639,638.456,599.28
"3264","b3559_glyS_3724397_-1","b3559_glyS_3724397_-1",7986.95,11061.003,8741.62,9054.167,8125.614,8326.303,9632.145,9207.585,9534.991,12852.603,10593.232,11288.79,11366.513,10794.876,10039.431,10732.931,11306.575,11620.587,10009.152,10154.236,11773.09,10614.81,10542.728,12188.634,10748.571,12451.05
"3265","b3560_glyQ_3725318_-1","b3560_glyQ_3725318_-1",358.58,340.016,286.63,450.952,298.398,299.558,331.558,388.8,443.816,302.171,284.747,280.13,304.972,279.427,372.643,260.241,243.353,260.993,270.259,238.578,339.089,234.485,266.511,238.506,263.871,215.275
"3266","b3561_wecH_3725887_1","b3561_wecH_3725887_1",4934.748,5344.539,5614.084,5682.223,5839.807,5287.084,5376.719,6516.327,5743.387,8063.404,6751.622,6576.279,6421.254,5774.825,6036.811,7220.482,6281.431,6263.821,6335.542,6309.464,5985.65,6579.572,6577.759,6009.018,6152.058,6162.979
"3267","b3562_yiaA_3727361_-1","b3562_yiaA_3727361_-1",31701.63,29538.551,30611.392,27604.388,30149.701,33590.616,30891.004,25983.278,28842.01,25593.444,31211.85,27549.889,27334.561,30577.989,27704.153,26948.709,27220.226,27031.983,25483.276,32123.576,29092.817,25683.08,27390.163,28836,25268.83,28727.598
"3268","b3563_yiaB_3727748_-1","b3563_yiaB_3727748_-1",7145.993,7475.375,7094.403,6961.432,6354.353,6998.34,6082.911,5385.886,6330.435,7150.683,5599.468,6330.036,5732.12,6169.877,5414.278,5718.842,5753.125,6028.5,6414.467,5894.706,6621.237,6002.11,6007.131,6288.931,5830.985,6347.708
"3269","b3564_xylB_3729371_-1","b3564_xylB_3729371_-1",2902.793,3500.873,3077.95,3461.454,2943.814,3214.943,3328.631,3892.491,3872.298,3189.35,3433.419,3357.043,3073.306,3197.352,3738.117,3375.054,3394.468,3529.817,3649.693,2936.341,3905.252,3449.026,3364.909,3406.987,2972.695,3469.13
"3270","b3565_xylA_3730765_-1","b3565_xylA_3730765_-1",681.587,500.552,591.402,564.257,705.827,490.615,647.451,605.673,552.753,544.321,502.01,521.855,582.985,518.706,495.395,623.932,530.386,419.3,564.435,576.257,442.289,526.716,582.074,573.076,651.373,546.915
"3271","b3566_xylF_3731131_1","b3566_xylF_3731131_1",1536.773,1725.01,1706.478,1908.049,1887.943,1805.605,1646.041,1694.537,1717.771,2125.543,1706.834,2121.308,2060.665,1901.389,1928.974,1984.946,1668.115,1561.677,1927.688,1743.453,1713.462,1930.125,1760.936,1848.419,2096.202,1669.837
"3272","b3567_xylG_3732201_1","b3567_xylG_3732201_1",1984.998,1979.274,1840.723,2073.473,1851.599,1600.396,2088.553,2338.416,2059.711,2967.896,2337.227,2607.017,2667.238,2237.022,2019.577,2465.018,2396.095,2271.919,2384.498,1985.701,2219.638,2570.583,2568.645,2394.995,2391.442,2203.661
"3273","b3568_xylH_3733720_1","b3568_xylH_3733720_1",927.755,1019.052,891.336,1116.05,837.81,1093.269,995.979,1101.224,1211.417,1132.105,969.455,1247.031,1147.435,1050.26,1319.593,1251.098,1141.889,1262.177,1181.486,976.334,1107.362,1212.671,1224.644,1172.653,1169.887,1194.195
"3274","b3569_xylR_3734979_1","b3569_xylR_3734979_1",526.487,469.641,423.294,515.536,413.167,469.386,441.207,457.345,542.666,362.191,367.043,517.337,362.259,370.963,453.017,316.815,366.07,359.4,437.676,374.384,407.889,372.726,327.008,354.446,404.109,410.186
"3275","b3570_bax_3737177_-1","b3570_bax_3737177_-1",860.877,916.349,894.964,846.385,853.113,934.055,772.765,777.599,838.208,867.188,954.642,883.313,970.518,872.005,869.499,869.626,863.177,782.978,796.427,809.329,977.951,950.188,928.702,927.522,898.636,951.284
"3276","b3571_malS_3737497_1","b3571_malS_3737497_1",1885.393,1877.569,2256.76,2340.872,2375.709,2198.333,2118.576,2211.438,2326.001,2380.112,2505.112,2412.733,2264.541,2251.475,2934.378,2503.812,2067.464,2374.604,2327.098,2635.366,2416.211,2603.831,2714.164,2222.741,2537.216,2504.756
"3277","b3572_avtA_3739705_1","b3572_avtA_3739705_1",155.1,141.59,146.339,163.159,145.374,136.806,140.977,187.658,140.206,190.409,197.512,146.842,163.438,139.714,143.212,168.106,172.635,188.257,165.025,170.675,149.068,152.24,174.949,130.847,178.989,168.729
"3278","b3573_ysaA_3741582_-1","b3573_ysaA_3741582_-1",11484.531,12058.118,12153.367,11876.583,12584.373,12094.367,14173.443,15792.457,13723.003,16884.305,17032.127,14828.821,15368.213,15423.087,15135.136,15512.642,16154.924,13849.72,14283.072,15191.897,13615.962,14485.558,15477.273,14157.963,13453.705,14046.705
"3279","b3574_yiaJ_3742532_-1","b3574_yiaJ_3742532_-1",11127.373,10372.993,12575.452,9216.192,10028.859,8254.361,11073.247,10380.726,10682.861,10112.37,7553.192,9809.071,11528.266,8294.486,7366.633,9486.683,11789.122,10435.424,12329.075,8095.126,7361.662,9515.881,10567.253,10868.572,11071.49,8778.281
"3280","b3575_yiaK_3742733_1","b3575_yiaK_3742733_1",29036.468,22769.134,31311.641,20233.927,26245.657,23478.758,28323.39,23351.576,20742.362,20336.501,24468.457,23770.392,26229.249,26474.908,22057.521,22804.246,24524.619,24409.222,21350.465,27889.739,25315.337,23060.001,23914.071,27346.996,24680.196,25787.929
"3281","b3576_yiaL_3743743_1","b3576_yiaL_3743743_1",4408.261,4163.955,4208.749,4081.23,4152.709,4093.569,4534.771,4399.279,4394.79,4102.071,4518.089,4168.064,4291.507,4427.473,3936.86,4917.105,4996.025,4629.409,4532.22,4232.002,4516.267,4315.219,4367.188,4622.704,4415.679,4260.412
"3282","b3577_yiaM_3744328_1","b3577_yiaM_3744328_1",2155.751,2665.29,2288.205,2323.876,2052.444,2466.048,1990.652,2065.358,2229.168,1657.799,1938.91,2055.793,1826.46,1951.172,1928.974,1574.379,1801.231,1561.677,1803.321,1693.902,1795.368,1856.629,1684.09,1835.169,1812.034,2040.75
"3283","b3578_yiaN_3744804_1","b3578_yiaN_3744804_1",278.896,220.363,215.275,210.746,206.583,214.644,223.214,222.492,233.004,316.658,304.498,241.725,264.533,269.792,254.274,313.583,274.553,209.65,322.876,282.623,247.354,264.233,292.672,261.694,291.549,250.185
"3284","b3579_yiaO_3746094_1","b3579_yiaO_3746094_1",2188.478,2752.039,1743.97,2717.043,1826.733,3108.801,1980.209,2119.295,2580.187,1556.386,1751.274,1933.801,1696.721,2004.166,2206.629,1713.39,1788.752,1553.12,1796.146,1754.464,2177.047,1784.884,1656.294,1752.354,1716.081,1869.112
"3285","b3580_lyxK_3747084_1","b3580_lyxK_3747084_1",872.261,812.649,1043.721,875.844,1208.895,759.51,1212.666,1224.831,983.457,1119.687,1058.336,939.791,1095.202,1014.93,920.646,906.803,948.454,1018.299,1061.903,1036.896,851.817,1140.926,1070.95,879.49,889.41,897.465
"3286","b3581_sgbH_3748577_1","b3581_sgbH_3748577_1",939.139,832.591,795.792,752.342,767.037,796.07,922.879,796.702,851.32,745.078,669.895,781.653,689.135,730.686,837.35,672.425,661.422,676.014,710.327,647.83,768.273,860.944,879.651,750.299,835.897,759.281
"3287","b3582_sgbU_3749232_1","b3582_sgbU_3749232_1",2625.32,2611.446,2660.703,2647.927,2790.789,2422.412,3027.097,3148.603,2752.67,2452.55,3293.514,3124.354,3509.702,3322.612,3347.938,3257.057,3448.547,3495.589,3030.25,3617.206,3289.323,3324.784,3500.617,3565.991,3306.685,3181.127
"3288","b3583_sgbE_3750086_1","b3583_sgbE_3750086_1",1097.085,962.217,938.503,1003.878,906.672,935.235,1459.376,1298.995,1316.319,755.427,790.048,844.908,926.71,995.66,963.025,1427.286,1077.411,1048.249,973.411,1130.491,802.673,920.44,976.118,1018.618,1038.875,1041.466
"3289","b3584_yiaT_3751868_-1","b3584_yiaT_3751868_-1",7910.111,7010.719,7648.313,6799.406,7104.174,7041.976,7137.63,7045.589,7062.732,5271.43,7572.943,5270.512,5639.449,6659.678,6608.196,6347.624,6173.274,5660.544,5938.524,7964.826,7194.575,5797.373,6581.03,6229.305,5519.138,5893.885
"3290","b3585_yiaU_3751992_1","b3585_yiaU_3751992_1",818.189,849.542,946.969,847.518,853.113,838.527,892.856,801.197,893.685,813.377,794.986,702.584,717.779,799.739,780.358,884.174,802.858,872.828,724.677,869.891,768.273,764.7,748.848,869.552,798.993,909.101
"3291","b3586_yiaV_3754099_-1","b3586_yiaV_3754099_-1",1801.439,1943.378,1626.657,1931.843,1505.381,1995.482,1533.781,1708.022,1897.315,1204.543,1234.451,1443.574,1383.325,1522.396,1660.086,1234.934,1316.605,1283.57,1406.304,1110.304,1705.272,1644.893,1469.9,1359.814,1555.544,1400.743
"3292","b3587_yiaW_3754428_-1","b3587_yiaW_3754428_-1",835.264,1238.418,874.404,1122.848,876.067,1041.378,888.94,1067.513,1109.541,1264.564,1390.814,1050.488,995.791,1075.955,1040.477,1036.116,1019.173,1001.185,1066.686,956.146,1061.495,1189.923,1147.797,1048.431,865.421,1232.014
"3293","b3588_aldB_3756511_-1","b3588_aldB_3756511_-1",5902.346,5203.946,6193.392,5226.739,6237.671,5668.018,6454.934,5855.592,5464.993,6589.805,5416.769,4556.632,5238.436,5729.86,5504.881,5542.654,5711.526,4680.752,4668.546,6997.669,4906.137,5072.92,5305.7,5982.518,5146.398,5776.065
"3294","b3589_yiaY_3757827_-1","b3589_yiaY_3757827_-1",378.501,330.045,344.682,314.987,327.09,321.966,357.665,437.119,353.036,362.191,316.019,318.535,286.437,327.604,337.57,454.21,320.311,231.043,368.318,302.81,337.45,414.723,356.438,344.508,350.597,354.913
"3295","b3590_selB_3759861_-1","b3590_selB_3759861_-1",6956.743,6191.09,6677.156,6289.536,7524.992,5671.557,9079.984,7591.706,7167.634,6498.74,6458.646,5848.845,5723.695,6571.353,5732.851,5355.151,5844.642,5711.886,6364.242,6226.879,5615.438,6023.108,5989.146,5276.938,5504.376,5204.423
"3296","b3591_selA_3761249_-1","b3591_selA_3761249_-1",665.935,573.341,582.936,559.724,548.976,529.534,419.016,455.098,511.397,666.431,503.656,551.224,524.012,464.106,469.091,481.689,640.623,560.492,664.885,486.332,427.546,572.213,588.614,599.577,575.717,491.642
"3297","b3592_yibF_3761955_-1","b3592_yibF_3761955_-1",1054.397,1174.602,985.67,1128.513,943.015,1041.378,1182.643,1177.636,1196.287,1223.17,1115.943,1208.626,1059.819,937.847,1230.451,1291.508,1054.532,1133.82,1212.578,1159.855,1218.753,1151.425,1164.147,1116.339,1127.447,1313.469
"3298","b3593_rhsA_3762183_1","b3593_rhsA_3762183_1",8682.766,8035.754,9354.791,7478.1,8550.258,8191.855,8483.441,6711.85,6832.754,7574.964,7556.484,9088.414,8687.48,8243.097,7907.33,6987.72,6418.707,7008.292,6412.075,7430.779,8183.993,7050.292,6603.92,7824.312,7093.135,7742.633
"3299","b3594_yibA_3766337_1","b3594_yibA_3766337_1",446.802,430.754,425.713,410.162,392.126,557.839,476.451,321.378,437.764,248.359,260.058,302.721,353.835,362.934,385.795,310.35,276.633,282.385,342.009,266.106,281.755,332.478,251.796,316.351,328.454,373.822
"3300","b3595_rhsJ_3767221_1","b3595_rhsJ_3767221_1",112.412,74.784,99.172,84.978,95.64,91.99,84.847,91.02,73.633,130.389,121.799,81.328,104.465,86.719,68.683,88.902,101.917,68.457,93.275,99.102,62.248,101.493,101.372,79.502,95.953,90.183
"3301","b3596_yibG_3768177_1","b3596_yibG_3768177_1",2986.746,3092.055,2931.611,3391.205,3181.002,3138.285,3144.578,3258.725,3103.688,4449.774,3914.031,3921.821,3912.399,3483.202,3174.038,3302.316,3498.466,3333.003,3864.944,3143.721,3551.42,3289.786,3219.391,3241.359,3147.994,3096.762
"3302","b3597_yibH_3771379_-1","b3597_yibH_3771379_-1",3941.538,3362.274,4321.224,3293.763,4078.11,3183.101,3991.747,3573.361,3194.469,3946.846,4401.228,4267.465,4475.164,4144.834,3627.055,3423.546,4107.889,4415.481,4041.927,3960.391,3557.973,4059.736,4123.567,4046.315,4336.334,3585.495
"3303","b3598_yibI_3771744_-1","b3598_yibI_3771744_-1",1666.26,1416.901,1423.476,1624.787,1488.166,1225.358,1373.224,1585.538,1554.366,1595.71,1453.36,1359.986,1282.229,1377.864,1575.328,1511.339,1420.602,1330.634,1411.087,1325.024,1382.564,1452.406,1482.98,1373.064,1418.996,1226.196
"3304","b3599_mtlA_3772281_1","b3599_mtlA_3772281_1",2434.646,2957.445,2320.859,3095.48,2369.971,2631.159,2279.133,2768.793,2932.214,2711.258,2684.519,2744.823,2699.252,2625.651,2585.117,2492.497,2217.22,2259.083,2551.915,2202.256,2999.378,2731.572,2580.091,2383.401,2537.216,2637.121
"3305","b3600_mtlD_3774424_1","b3600_mtlD_3774424_1",1777.249,1851.644,1668.987,1952.237,1727.267,1641.673,1719.14,1794.546,1835.786,1771.631,1920.805,1807.291,1804.556,1769.705,2102.873,1811.99,1786.672,1861.176,1834.413,1818.697,2224.552,1987.871,1883.564,1768.917,1693.938,1774.566
"3306","b3601_mtlR_3775572_1","b3601_mtlR_3775572_1",152.254,154.553,169.317,183.553,216.147,147.42,190.58,246.09,145.249,242.15,164.593,164.915,178.602,142.925,156.364,257.008,183.035,179.7,186.55,196.368,145.792,155.74,199.475,172.254,171.608,125.092
"3307","b3602_yibL_3776665_1","b3602_yibL_3776665_1",2592.593,2966.419,2218.059,2547.086,2002.711,2595.778,2087.248,2186.717,2224.125,2220.748,2123.255,2636.385,2370.691,2445.789,2459.441,1865.332,1728.433,2019.483,2104.672,1994.877,2504.669,2441.091,2101.024,2249.241,2557.514,2554.211
"3308","b3603_lldP_3777399_1","b3603_lldP_3777399_1",249.014,198.426,176.574,233.407,235.276,211.106,180.138,156.194,188.622,184.2,138.258,171.693,195.451,167.014,203.127,242.461,197.595,218.207,234.384,183.521,203.126,199.487,251.796,207.036,228.811,212.366
